date,depth_group,mean_chlorophyll,std_chlorophyll,measurement_count
2017-04-19,Mid-Depth,0.3970000000000001,0.014181364924121757,10
2017-04-19,Lower Photic,0.483,0.044733780424988795,10
2017-04-19,Deep,0.1296688523609199,0.16679208650134741,23
2017-05-16,Surface,0.729,0.3046838069576758,10
2017-05-16,Mid-Depth,0.9020000000000001,0.09795690662508466,10
2017-05-16,Lower Photic,0.639,0.03142893217686178,10
2017-05-16,Deep,0.11765930987282121,0.0935344600322267,23
2017-05-17,Surface,0.409,0.032472210341220144,10
2017-05-17,Mid-Depth,0.437,0.004830458915396484,10
2017-05-17,Lower Photic,0.46399999999999997,0.05910442735813734,10
2017-05-17,Deep,0.12146376811594202,0.15533904720699204,23
2017-06-13,Surface,1.3770000000000002,0.42677212238435214,10
2017-06-13,Mid-Depth,1.4949999999999999,0.19432218378535968,10
2017-06-13,Lower Photic,0.8219999999999998,0.07052186422190874,10
2017-06-13,Deep,0.3003969022598124,0.13771444887600817,23
2017-06-21,Surface,0.614,0.10834102536794536,10
2017-06-21,Mid-Depth,0.993,0.10594023472379763,10
2017-06-21,Lower Photic,1.0859999999999999,0.06603029607687669,10
2017-06-21,Deep,0.1172569366274749,0.1160301545912021,23
2017-07-11,Surface,0.777,0.2870559372511064,10
2017-07-11,Mid-Depth,1.0390000000000001,0.05743595467030112,10
2017-07-11,Lower Photic,1.06,0.18547236990991403,10
2017-07-11,Deep,0.11522416665294508,0.08390479981493246,23
2017-07-12,Surface,0.5269999999999999,0.04691600058733813,10
2017-07-12,Mid-Depth,0.5810000000000001,0.05445691467165172,10
2017-07-12,Lower Photic,0.34900000000000003,0.07837941906733764,10
2017-07-12,Deep,0.07486493913659789,0.029645995680379435,23
2017-08-08,Surface,1.068,0.2526218078032413,10
2017-08-08,Mid-Depth,1.171,0.08621033709609435,10
2017-08-08,Lower Photic,0.842,0.1296833751017368,10
2017-08-08,Deep,0.19195017365603367,0.09170516783111295,23
2017-08-09,Surface,0.674,0.05168279318217148,10
2017-08-09,Mid-Depth,0.826,0.03204163957519442,10
2017-08-09,Lower Photic,0.724,0.1163519564845292,10
2017-08-09,Deep,0.08630173951694778,0.0910065992902542,23
2017-09-12,Surface,1.312,0.34220851343393943,10
2017-09-12,Mid-Depth,1.121,0.4116754385030356,10
2017-09-12,Lower Photic,0.85,0.38904441334577156,10
2017-09-12,Deep,0.2652722872615421,0.1069599015841547,23
2017-09-13,Surface,0.974,0.09686187187031965,10
2017-09-13,Mid-Depth,0.907,0.2220635544663334,10
2017-09-13,Lower Photic,0.321,0.04228212125447086,10
2017-09-13,Deep,0.08627007339753272,0.04628760604965304,23
2017-10-12,Surface,0.596,0.19027465528662627,10
2017-10-12,Mid-Depth,1.18,0.2637338725980331,10
2017-10-12,Lower Photic,1.504,0.06603029607687677,10
2017-10-12,Deep,0.1848398643668401,0.1703239517008824,23
2017-10-13,Surface,0.6060000000000001,0.07848566748139435,10
2017-10-13,Mid-Depth,0.795,0.10490736654570812,10
2017-10-13,Lower Photic,0.9970000000000001,0.04448470398787531,10
2017-10-13,Deep,0.08656986433196007,0.09841734025477453,23
2017-11-07,Surface,1.135,0.42335301791504665,10
2017-11-07,Mid-Depth,1.9899999999999998,0.14689376357687134,10
2017-11-07,Lower Photic,1.9560000000000002,0.20244066346024017,10
2017-11-07,Deep,0.37341548877871356,0.3045126466349456,23
2017-11-08,Surface,1.1079999999999999,0.2577164678047908,10
2017-11-08,Mid-Depth,1.5240000000000002,0.17914612285319864,10
2017-11-08,Lower Photic,1.939,0.25462172378299186,10
2017-11-08,Deep,0.23742114972698897,0.42825863748587445,23
2017-12-13,Surface,1.9070000000000005,0.3161592425766906,10
2017-12-13,Mid-Depth,2.338,0.19193748982416128,10
2017-12-13,Lower Photic,2.466,0.30529402949360873,10
2017-12-13,Deep,0.6806101607847187,0.695416741497435,23
2017-12-14,Surface,2.5860000000000003,0.3451634073562518,10
2017-12-14,Mid-Depth,3.075,0.3609093453425051,10
2017-12-14,Lower Photic,3.183,0.10198583779677993,10
2017-12-14,Deep,0.5133007496980907,0.8216909059436145,23
2018-01-11,Surface,8.752287026428798,8.382828193939687,10
2018-01-11,Mid-Depth,6.28692750696432,0.8633807629609818,10
2018-01-11,Lower Photic,5.654546299790479,0.2888736350926188,10
2018-01-11,Deep,1.409062704825934,1.840169155928748,23
2018-02-07,Surface,7.878703237897696,7.471339515928267,10
2018-02-07,Mid-Depth,4.271905410142258,0.749528605325381,10
2018-02-07,Lower Photic,3.6246035811352173,0.27215814236590835,10
2018-02-07,Deep,1.3498836487771602,0.5637961683949057,23
2018-02-28,Surface,3.3433090918648345,0.21225495410248893,10
2018-02-28,Mid-Depth,3.827637874618717,0.2022676787877196,10
2018-02-28,Lower Photic,2.5127567297509996,0.4530622296009902,10
2018-02-28,Deep,0.6863076893451474,0.23513766067408381,23
2018-03-13,Surface,7.261936698745066,0.3213939932818729,10
2018-03-13,Mid-Depth,8.920386000528863,0.5223764424089394,10
2018-03-13,Lower Photic,9.448971286538253,1.6949284325573968,10
2018-03-13,Deep,1.21846070898048,2.0074185779149354,23
2018-03-15,Surface,5.679800016141051,0.24261089230771674,10
2018-03-15,Mid-Depth,6.897336470864007,0.8401331742846389,10
2018-03-15,Lower Photic,7.047080096739107,0.8932153003812272,10
2018-03-15,Deep,0.7149892462200858,0.5798369150057875,23
2018-04-10,Surface,2.877489439674273,0.15030807649051328,10
2018-04-10,Mid-Depth,2.419978705185602,0.22812461981323023,10
2018-04-10,Lower Photic,1.9795940739743507,0.5984312175718832,10
2018-04-10,Deep,0.45398842362130626,0.11057538887315768,23
2018-04-12,Surface,1.382873583998196,0.05658298388151567,10
2018-04-12,Mid-Depth,1.7372469058779771,0.14949462387476703,10
2018-04-12,Lower Photic,1.8347205860627027,0.10669471794248293,10
2018-04-12,Deep,0.477818113420881,0.19165426939097685,23
2018-05-15,Surface,1.9890922544297172,0.31445155601778857,10
2018-05-15,Mid-Depth,2.5738895369815613,0.3226841377954535,10
2018-05-15,Lower Photic,1.2544293160524185,0.30890299633097795,10
2018-05-15,Deep,0.498761690403853,0.09709454031463643,23
2018-05-16,Surface,1.370073318972941,0.1848137346044628,10
2018-05-16,Mid-Depth,1.771278344468671,0.061688338445722336,10
2018-05-16,Lower Photic,1.763338188712868,0.06423997496784178,10
2018-05-16,Deep,0.4631589435992998,0.2662219139584027,23
2018-06-12,Surface,2.328827108896434,0.09063514395626744,10
2018-06-12,Mid-Depth,1.9928486213723555,0.3567307882069939,10
2018-06-12,Lower Photic,1.1723648633948294,0.13969686248008792,10
2018-06-12,Deep,0.4575192985934366,0.0778420823956624,23
2018-06-13,Surface,0.8626307366458121,0.09978860626337828,10
2018-06-13,Mid-Depth,1.177996982823793,0.08589832561537639,10
2018-06-13,Lower Photic,1.3811038640156752,0.056473134161230336,10
2018-06-13,Deep,0.45980954780464744,0.2311726992594317,23
2018-07-17,Surface,2.513865501,0.23776727880468687,10
2018-07-17,Mid-Depth,2.947426491,0.12594541980086715,10
2018-07-17,Lower Photic,5.012698192999999,3.152529465378545,10
2018-07-17,Deep,0.5521470683810071,0.4142304678936986,23
2018-07-18,Surface,1.103682995263243,0.02663639456432135,10
2018-07-18,Mid-Depth,1.158706919439914,0.022015349565467874,10
2018-07-18,Lower Photic,1.6992423959024023,0.3875980877155783,10
2018-07-18,Deep,0.47159873586062734,0.35412857829491956,23
2018-08-14,Surface,1.5292082565553833,0.38833347974241195,10
2018-08-14,Mid-Depth,2.125499455049102,0.13498448599608084,10
2018-08-14,Lower Photic,1.90585239885023,0.07879306674837294,10
2018-08-14,Deep,0.48780416532036325,0.1877607872102377,23
2018-08-16,Surface,0.7164284585515958,0.1559280759893762,10
2018-08-16,Mid-Depth,0.9576136825193213,0.060397392687386565,10
2018-08-16,Lower Photic,1.7155247094586472,0.37568778177192524,10
2018-08-16,Deep,0.5321117018457425,0.41560569490182375,23
2018-09-11,Surface,2.15439224240905,0.09628977548432449,10
2018-09-11,Mid-Depth,2.68106496836621,0.3527267442321944,10
2018-09-11,Lower Photic,1.9045275989657129,0.2445920894302772,10
2018-09-11,Deep,0.5059324617504638,0.2155647626311537,23
2018-09-12,Surface,0.9828219941238665,0.07762397427835122,10
2018-09-12,Mid-Depth,1.244304555678802,0.07264329238581407,10
2018-09-12,Lower Photic,1.6255408002951213,0.18364494238163032,10
2018-09-12,Deep,0.5020988974123658,0.30521274592632003,23
2018-09-24,Surface,1.949981528948277,0.3763107555293079,10
2018-09-24,Mid-Depth,1.364167616595907,0.1135735584072809,10
2018-09-24,Lower Photic,0.9607974684821118,0.1523204722514858,10
2018-09-24,Deep,0.42231200860839835,0.07896760105569847,23
2018-10-10,Surface,8.29949773003855,3.0881913569634785,10
2018-10-10,Mid-Depth,5.5764417691017885,0.7697581487864551,10
2018-10-10,Lower Photic,4.6209177885035375,0.7487349422383202,10
2018-10-10,Deep,0.5447084010997542,0.3778253085678217,23
2018-11-14,Surface,2.714807095129829,0.7853654930320395,10
2018-11-14,Mid-Depth,3.2430496042905235,0.20549946022454457,10
2018-11-14,Lower Photic,2.6108436754580127,0.13819973304839378,10
2018-11-14,Deep,0.49227796311428085,0.2930423863858325,23
2018-12-12,Surface,1.810013346883298,0.4573400785379994,10
2018-12-12,Mid-Depth,2.122052677596734,0.09685698388773172,10
2018-12-12,Lower Photic,2.115221570587407,0.08715132640709898,10
2018-12-12,Deep,0.5577626385152342,0.3935422704681087,23
2019-02-12,Surface,5.687332725419779,6.920353091104379,10
2019-02-12,Mid-Depth,3.41828417426224,0.30151718656836274,10
2019-02-12,Lower Photic,3.250231343030658,0.17805541989071788,10
2019-02-12,Deep,1.0245450879856042,1.183017985555364,23
2019-03-12,Surface,7.814047928189458,5.290306043316015,10
2019-03-12,Mid-Depth,3.103211173818074,0.5742382201165499,10
2019-03-12,Lower Photic,3.396465523702181,0.685280831154922,10
2019-03-12,Deep,0.49308268371406844,0.27265111173043405,23
2019-04-09,Surface,3.3418016170557943,0.897516603625337,10
2019-04-09,Mid-Depth,2.568784146999403,0.36738937093747975,10
2019-04-09,Lower Photic,2.1928801375131775,0.1874821863385626,10
2019-04-09,Deep,0.49296105745322666,0.2705682989473603,23
2019-05-14,Surface,1.760399615041472,0.18863664716276635,10
2019-05-14,Mid-Depth,1.527548072213902,0.2081417076951501,10
2019-05-14,Lower Photic,0.7987877327958229,0.1364594528980046,10
2019-05-14,Deep,0.4027123266524602,0.05534171457665162,23
2019-06-12,Surface,1.336600741557334,0.23099880135856296,10
2019-06-12,Mid-Depth,1.5918136835032333,0.0885542067862877,10
2019-06-12,Lower Photic,0.901733854831698,0.1571471079592463,10
2019-06-12,Deep,0.4220328415267267,0.06650383868301399,23
2019-07-12,Surface,2.348391235403748,0.048274149566051555,10
