location,date,depth_group,mean_ph,std_ph,measurement_count
SA,2014-12-08,Lower Photic,8.479000000000001,0.0191195071995998,10
SA,2014-12-08,Deep,8.427575757575756,0.0120155022521861,22
SA,2015-01-13,Surface,8.510000000000002,0.0359010987142299,10
SA,2015-01-13,Mid-Depth,8.509,0.0218326971917499,10
SA,2015-01-13,Lower Photic,8.470000000000002,0.0047140452079102,10
SA,2015-01-13,Deep,8.429166666666667,0.0181101129338333,22
SA,2015-02-10,Surface,8.278,0.0768548415304245,10
SA,2015-02-10,Mid-Depth,8.142999999999999,0.0326768691550733,10
SA,2015-02-10,Lower Photic,8.139,0.0218326971917505,10
SA,2015-02-10,Deep,8.12371212121212,0.0224429424582802,22
SA,2015-03-10,Surface,8.599,0.0672392081386383,10
SA,2015-03-10,Mid-Depth,8.533999999999999,0.0386436713231718,10
SA,2015-03-10,Lower Photic,8.438999999999998,0.0159513148186735,10
SA,2015-03-10,Deep,8.359090909090908,0.0160086556673902,22
SA,2015-04-14,Surface,8.673000000000002,0.0336815148775174,10
SA,2015-04-14,Mid-Depth,8.674999999999999,0.0287711275027198,10
SA,2015-04-14,Lower Photic,8.57,0.0567646212197545,10
SA,2015-04-14,Deep,8.10469696969697,0.137100199294037,22
SA,2015-06-09,Surface,8.736999999999998,0.0182878222991269,10
SA,2015-06-09,Mid-Depth,8.724,0.0309838667696593,10
SA,2015-06-09,Lower Photic,8.315999999999999,0.1869759342803239,10
SA,2015-06-09,Deep,7.950227272727272,0.0444433396327327,22
SA,2015-07-14,Surface,8.614,0.0241292814278052,10
SA,2015-07-14,Mid-Depth,8.647000000000002,0.0067494855771053,10
SA,2015-07-14,Lower Photic,8.641,0.01728840330652,10
SA,2015-07-14,Deep,8.062424242424242,0.1853387626765026,22
SA,2015-08-10,Surface,8.817000000000002,0.0286937856222098,10
SA,2015-08-10,Mid-Depth,8.819999999999999,0.0105409255338943,10
SA,2015-08-10,Lower Photic,8.678999999999998,0.0629726572057712,10
SA,2015-08-10,Deep,8.204166666666666,0.1778827195226168,22
SA,2015-09-09,Surface,8.969999999999999,0.0639444203108365,10
SA,2015-09-09,Mid-Depth,8.675999999999998,0.0818127944354261,10
SA,2015-09-09,Lower Photic,8.338000000000001,0.1791213120888869,10
SA,2015-09-09,Deep,7.86159090909091,0.1161331078952027,22
SA,2015-10-06,Surface,8.957000000000003,0.0290784379834193,10
SA,2015-10-06,Mid-Depth,8.867,0.077466838783515,10
SA,2015-10-06,Lower Photic,8.464,0.1800740588387643,10
SA,2015-10-06,Deep,8.008712121212122,0.1017387616067524,22
SA,2015-11-11,Surface,8.906,0.0157762127549319,10
SA,2015-11-11,Mid-Depth,8.842999999999998,0.0245175673979108,10
SA,2015-11-11,Lower Photic,8.625,0.2560056422989327,10
SA,2015-11-11,Deep,7.890293943110866,0.0268002022620541,22
SA,2016-01-19,Surface,7.980999999999999,0.1103982689075227,10
SA,2016-01-19,Mid-Depth,7.891,0.0260128173535022,10
SA,2016-01-19,Lower Photic,7.770999999999999,0.0324722103412201,10
SA,2016-01-19,Deep,7.559772727272726,0.1328665394898855,22
SA,2016-02-16,Surface,8.143,0.0115950180872842,10
SA,2016-02-16,Mid-Depth,8.11,0.0274873708374512,10
SA,2016-02-16,Lower Photic,8.048,0.0139841179756025,10
SA,2016-02-16,Deep,8.067121212121211,0.092652251102926,22
SA,2016-03-01,Surface,8.652,0.0916272642588196,10
SA,2016-03-01,Mid-Depth,8.559999999999999,0.0262466929133728,10
SA,2016-03-01,Lower Photic,8.495000000000001,0.0126929551764395,10
SA,2016-03-01,Deep,8.483030303030302,0.029419589825697,22
SA,2016-04-12,Surface,8.64,0.0918936583472684,10
SA,2016-04-12,Mid-Depth,8.553,0.0621914606499776,10
SA,2016-04-12,Lower Photic,8.273,0.106254411673116,10
SA,2016-04-12,Deep,8.24159090909091,0.0327022695227477,22
SA,2016-05-17,Surface,8.4,0.0115470053837922,10
SA,2016-05-17,Mid-Depth,8.364,0.0548128127762519,10
SA,2016-05-17,Lower Photic,7.929,0.1346146764328137,10
SA,2016-05-17,Deep,7.803030303030303,0.0831500148161439,22
SA,2016-06-14,Surface,8.747,0.0675030863491936,10
SA,2016-06-14,Mid-Depth,8.624,0.041419265512024,10
SA,2016-06-14,Lower Photic,8.241,0.2325916784601049,10
SA,2016-06-14,Deep,7.858712121212122,0.0432230948768817,22
SA,2016-07-12,Surface,8.743,0.030568684048294,10
SA,2016-07-12,Mid-Depth,8.716000000000001,0.0217050941281331,10
SA,2016-07-12,Lower Photic,8.482000000000001,0.1796168762177491,10
SA,2016-07-12,Deep,8.04651515151515,0.0534346980459977,22
SA,2016-08-09,Surface,8.651000000000002,0.0284604989415153,10
SA,2016-08-09,Mid-Depth,8.604999999999999,0.0548229473446619,10
SA,2016-08-09,Lower Photic,8.393,0.1008904796741936,10
SA,2016-08-09,Deep,7.919469696969698,0.0916881451945451,22
SA,2016-09-06,Surface,9.91,0.0339934634239518,10
SA,2016-09-06,Mid-Depth,9.873,0.0336815148775177,10
SA,2016-09-06,Lower Photic,9.693,0.0675030863491933,10
SA,2016-09-06,Deep,9.183939393939394,0.1295479987598571,22
SA,2016-10-11,Surface,8.922,0.0248551358430763,10
SA,2016-10-11,Mid-Depth,8.864999999999998,0.0343996124009172,10
SA,2016-10-11,Lower Photic,8.818999999999999,0.0395671019352635,10
SA,2016-10-11,Deep,8.157704831629365,0.1854228082801373,22
SA,2016-11-08,Surface,9.003,0.0377270901784556,10
SA,2016-11-08,Mid-Depth,8.992999999999999,0.0309300285590988,10
SA,2016-11-08,Lower Photic,8.881,0.0392852813828961,10
SA,2016-11-08,Deep,8.39401515151515,0.1950842031542951,22
SA,2016-12-05,Surface,8.446000000000002,0.0607728009337509,10
SA,2016-12-05,Mid-Depth,8.373000000000001,0.0235937844922488,10
SA,2016-12-05,Lower Photic,8.267,0.0312872000806863,10
SA,2016-12-05,Deep,8.110530303030302,0.1057992838160469,22
SA,2017-02-07,Surface,8.514000000000001,0.0811308956084068,10
SA,2017-02-07,Mid-Depth,8.441999999999998,0.019321835661586,10
SA,2017-02-07,Lower Photic,8.409,0.0144913767461891,10
SA,2017-02-07,Deep,8.398787878787878,0.0073315621631273,22
SA,2017-03-13,Surface,8.084,0.0362705880232945,10
SA,2017-03-13,Mid-Depth,8.088,0.0234757558155448,10
SA,2017-03-13,Lower Photic,8.056999999999999,0.0067494855771053,10
SA,2017-03-13,Deep,7.98090909090909,0.0425563034230998,22
SA,2017-04-18,Surface,8.206999999999999,0.0483160888777688,10
SA,2017-04-18,Mid-Depth,8.247,0.0302030167735312,10
SA,2017-04-18,Lower Photic,8.186,0.0254732975660569,10
SA,2017-04-18,Deep,7.957348484848485,0.0612105808601356,22
SA,2017-05-16,Surface,8.174,0.106791593510184,10
SA,2017-05-16,Mid-Depth,8.114,0.0499332888295304,10
SA,2017-05-16,Lower Photic,7.939,0.0593389510449172,10
SA,2017-05-16,Deep,7.767803030303028,0.0327059464345388,22
SA,2017-06-13,Surface,9.528000000000002,0.0597773647238929,10
SA,2017-06-13,Mid-Depth,9.452,0.044422216663887,10
SA,2017-06-13,Lower Photic,9.192,0.095312352003528,10
SA,2017-06-13,Deep,9.026818181818182,0.0153177033080039,22
SA,2017-07-11,Surface,8.205000000000002,0.0724568837309472,10
SA,2017-07-11,Mid-Depth,8.149999999999999,0.0541602560309065,10
SA,2017-07-11,Lower Photic,7.948,0.0923519836759824,10
SA,2017-07-11,Deep,7.730151515151514,0.0243101057377635,22
SA,2017-08-08,Surface,9.098,0.0269979423084222,10
SA,2017-08-08,Mid-Depth,9.050999999999998,0.0462961481479109,10
SA,2017-08-08,Lower Photic,8.75,0.1169045194450013,10
SA,2017-08-08,Deep,8.427121212121213,0.058592805728322,22
SA,2017-09-12,Surface,10.341,0.0499888876540467,10
SA,2017-09-12,Mid-Depth,10.358,0.043665394383501,10
SA,2017-09-12,Lower Photic,10.023,0.1832454334734941,10
SA,2017-09-12,Deep,9.413030303030302,0.138195701626541,22
SA,2017-10-12,Surface,9.143,0.0336815148775177,10
SA,2017-10-12,Mid-Depth,9.157,0.0305686840482943,10
SA,2017-10-12,Lower Photic,9.042,0.0632104070193788,10
SA,2017-10-12,Deep,8.085833333333333,0.1501249479600242,22
SA,2017-11-07,Surface,8.918,0.0078881063774659,10
SA,2017-11-07,Mid-Depth,8.849,0.0754909854809754,10
SA,2017-11-07,Lower Photic,8.600999999999999,0.0556676646617124,10
SA,2017-11-07,Deep,7.86181818181818,0.2089346300967834,22
SA,2017-12-13,Surface,8.52,0.0094280904158204,10
SA,2017-12-13,Mid-Depth,8.547,0.016363916944845,10
SA,2017-12-13,Lower Photic,8.495000000000001,0.0611464544261473,10
SA,2017-12-13,Deep,8.367121212121212,0.0213386762789804,22
SA,2018-01-11,Surface,9.370496045700428,0.0204024140539605,10
SA,2018-01-11,Mid-Depth,9.318117706603932,0.0351862388116624,10
SA,2018-01-11,Lower Photic,9.288681834139968,0.0114483459409039,10
SA,2018-01-11,Deep,9.220462929248448,0.1147901207690935,22
SA,2018-02-07,Surface,8.891050279925881,0.0299429712108146,10
SA,2018-02-07,Mid-Depth,8.794570680776163,0.0280177838036839,10
SA,2018-02-07,Lower Photic,8.808821776085846,0.0054021380168505,10
SA,2018-02-07,Deep,8.719200621442546,0.0918531774458926,22
SA,2018-03-13,Surface,8.921379204217654,0.0155213211260859,10
SA,2018-03-13,Mid-Depth,8.779500108991439,0.0302527075502384,10
SA,2018-03-13,Lower Photic,8.659646438533736,0.0873093978462306,10
SA,2018-03-13,Deep,8.398874439808028,0.0917180134098807,22
SA,2018-04-10,Surface,8.775691837871722,0.0050131036928284,10
SA,2018-04-10,Mid-Depth,8.640576691963883,0.0795376214215503,10
SA,2018-04-10,Lower Photic,8.298800437755183,0.2239075766883322,10
SA,2018-04-10,Deep,8.112837313427859,0.0761257868866245,22
SA,2018-05-15,Surface,8.840345333333152,0.045000935550691,10
SA,2018-05-15,Mid-Depth,8.517717463335956,0.1534258028970281,10
SA,2018-05-15,Lower Photic,8.002166700168837,0.091716431763579,10
SA,2018-05-15,Deep,7.936285110960304,0.0211806510586645,22
SA,2018-06-12,Surface,8.91840521577439,0.0058467414047226,10
SA,2018-06-12,Mid-Depth,8.852357987897685,0.0792966284185365,10
SA,2018-06-12,Lower Photic,8.225453284911206,0.189337596086022,10
SA,2018-06-12,Deep,7.945360313298534,0.0501859950103052,22
SA,2018-07-17,Surface,8.880654588999999,0.0083449768707973,10
SA,2018-07-17,Mid-Depth,8.863271948,0.0069947655685676,10
SA,2018-07-17,Lower Photic,8.759926899,0.0934218857395488,10
SA,2018-07-17,Deep,7.9965853439214705,0.1615070211934873,22
SA,2018-08-14,Surface,8.92038111455692,0.0110374033901123,10
SA,2018-08-14,Mid-Depth,8.844966254815592,0.038108641144954,10
SA,2018-08-14,Lower Photic,8.608454635697694,0.0328106840937862,10
SA,2018-08-14,Deep,8.049588217364281,0.1891761518196304,22
SA,2018-09-11,Surface,8.838192569059117,0.0238240034786221,10
SA,2018-09-11,Mid-Depth,8.688811521561863,0.1207193893199602,10
SA,2018-09-11,Lower Photic,8.185289126242427,0.1569394534055998,10
SA,2018-09-11,Deep,7.821106937115162,0.107758945276672,22
SA,2018-09-24,Surface,9.02141289103906,0.0525139722444356,10
SA,2018-09-24,Mid-Depth,8.919309991820452,0.0352087050984886,10
SA,2018-09-24,Lower Photic,8.304270154516896,0.2864834930181145,10
SA,2018-09-24,Deep,7.766714092746718,0.0807037386098687,22
SA,2018-11-14,Surface,8.852648259627511,0.0289832217491038,10
SA,2018-11-14,Mid-Depth,8.790706804300843,0.0224428815046555,10
SA,2018-11-14,Lower Photic,8.725811512873936,0.006472346638302,10
SA,2018-11-14,Deep,7.912838746289986,0.3115075110319006,22
SA,2018-12-12,Surface,8.676075215531942,0.045502013264964,10
SA,2018-12-12,Mid-Depth,8.615440249407254,0.0057114862154617,10
SA,2018-12-12,Lower Photic,8.599289191534112,0.0061376138844372,10
SA,2018-12-12,Deep,8.46777111563057,0.1352463312069418,22
SA,2019-02-12,Surface,8.497697246313018,0.0285751225698294,10
SA,2019-02-12,Mid-Depth,8.339603536175858,0.0703822331522232,10
SA,2019-02-12,Lower Photic,8.242238519389108,0.0099407235072575,10
SA,2019-02-12,Deep,8.186175639011905,0.029794740144645,22
SA,2019-03-12,Surface,8.708772872139386,0.0122089574680424,10
SA,2019-03-12,Mid-Depth,8.593959602557291,0.0531017390962128,10
SA,2019-03-12,Lower Photic,8.269856682906076,0.1468625244428212,10
SA,2019-03-12,Deep,8.073915780625926,0.0271486781145249,22
SA,2019-04-09,Surface,8.75340654469063,0.014458477131269,10
SA,2019-04-09,Mid-Depth,8.392549714649395,0.160281681674199,10
SA,2019-04-09,Lower Photic,8.065357496298699,0.085499258657319,10
SA,2019-04-09,Deep,7.619377198728706,0.132574574268071,22
SA,2019-05-14,Surface,8.716161317920578,0.0253228577816155,10
SA,2019-05-14,Mid-Depth,8.62755968920068,0.0700783635637835,10
SA,2019-05-14,Lower Photic,8.110585970494906,0.155420038352898,10
SA,2019-05-14,Deep,7.821089163971652,0.07129142288797,22
SA,2019-06-12,Surface,8.811402970470397,0.0217162266973443,10
SA,2019-06-12,Mid-Depth,8.655031155333129,0.0949237862165499,10
SA,2019-06-12,Lower Photic,8.019252729276438,0.178576440356679,10
SA,2019-06-12,Deep,7.746593821711352,0.0893297143057791,22
SA,2019-07-12,Surface,8.783167602581928,0.0081955786157771,10
SA,2019-07-12,Mid-Depth,8.52246658168685,0.0404989772022021,10
SA,2019-07-12,Lower Photic,7.976717050978488,0.2831953907749605,10
SA,2019-07-12,Deep,7.503307276393602,0.1413566879652598,22
SA,2019-08-13,Surface,8.807352946033737,0.0292677975165558,10
SA,2019-08-13,Mid-Depth,8.372629711910635,0.0988297971409099,10
SA,2019-08-13,Lower Photic,7.8774683659772124,0.2818812288783888,10
SA,2019-08-13,Deep,7.1446744764502,0.1804574858813841,22
SA,2019-09-10,Surface,8.903791597257257,0.0320641084823674,10
SA,2019-09-10,Mid-Depth,8.817169345994515,0.0448912452886815,10
SA,2019-09-10,Lower Photic,8.507401135709161,0.3062737652968174,10
SA,2019-09-10,Deep,7.7957832785920145,0.0696557510133783,22
SA,2020-02-11,Surface,8.71440303178033,0.065849872692936,10
SA,2020-02-11,Mid-Depth,8.52407397771357,0.0335481740476652,10
SA,2020-02-11,Lower Photic,8.327680282359578,0.0630521120358694,10
SA,2020-02-11,Deep,8.079211865088844,0.1058997246372532,22
SA,2020-05-12,Surface,8.711675063940195,0.0165027218005345,10
SA,2020-05-12,Mid-Depth,8.383974347302678,0.1208110715269668,10
SA,2020-05-12,Lower Photic,7.7724100204737,0.3007097697217075,10
SA,2020-05-12,Deep,7.300672442745069,0.1412959780904012,22
SA,2020-06-09,Surface,8.626713764802945,0.0953233014179701,10
SA,2020-06-09,Mid-Depth,8.21346056101726,0.1440087065227665,10
SA,2020-06-09,Lower Photic,7.700576955467073,0.2824562954921679,10
SA,2020-06-09,Deep,7.154176085024995,0.1517035867513055,22
SA,2020-07-14,Surface,8.605098355901228,0.2001045003578398,10
SA,2020-07-14,Mid-Depth,7.866086690034807,0.1215212881551758,10
SA,2020-07-14,Lower Photic,7.164699306723898,0.3634871589873685,10
SA,2020-07-14,Deep,6.4797759669039285,0.3268154932976576,22
SA,2020-08-11,Surface,8.69748709451255,0.1463514127630836,10
SA,2020-08-11,Mid-Depth,8.347161507270508,0.0497325301720788,10
SA,2020-08-11,Lower Photic,7.748027104810413,0.4077333684608501,10
SA,2020-08-11,Deep,6.981227903224448,0.1965884212828322,22
SA,2020-09-08,Surface,8.616837644628717,0.044142755368939,10
SA,2020-09-08,Mid-Depth,8.427501418435755,0.0738846664891207,10
SA,2020-09-08,Lower Photic,7.952292236419207,0.3024453917100003,10
SA,2020-09-08,Deep,7.178490029670394,0.1813023931600445,22
SA,2020-10-13,Surface,8.632666991678317,0.174166392798842,10
SA,2020-10-13,Mid-Depth,7.966294387019092,0.1378635609269762,10
SA,2020-10-13,Lower Photic,7.606617912186901,0.1419783951492675,10
SA,2020-10-13,Deep,6.755970982421244,0.2851852517656553,22
SA,2020-11-10,Surface,8.45665415137645,0.1858372241214805,10
SA,2020-11-10,Mid-Depth,7.990055198842688,0.1101412753351726,10
SA,2020-11-10,Lower Photic,7.743321887740012,0.0983399607588448,10
SA,2020-11-10,Deep,6.997399778976487,0.3608195183788227,22
SA,2020-12-08,Surface,8.14912562335805,0.0279438932850643,10
SA,2020-12-08,Mid-Depth,7.968435266145919,0.0527963016386532,10
SA,2020-12-08,Lower Photic,7.882296218648578,0.0477338894799053,10
SA,2020-12-08,Deep,7.611545059139501,0.2320529498655542,22
SA,2021-01-19,Surface,8.10216182166771,0.1002786318081125,10
SA,2021-01-19,Mid-Depth,7.939919003233223,0.0320376849616465,10
SA,2021-01-19,Lower Photic,7.790979522307735,0.0655128523320502,10
SA,2021-01-19,Deep,7.601533319941902,0.089138201074851,22
SA,2021-02-16,Surface,8.412557159105255,0.128087808176221,10
SA,2021-02-16,Mid-Depth,8.152206463081082,0.0639809523352606,10
SA,2021-02-16,Lower Photic,7.991451356988105,0.0393691623440649,10
SA,2021-02-16,Deep,7.813735599496027,0.0951847524956093,22
SA,2021-03-16,Surface,8.617984164464692,0.0238508615061035,10
SA,2021-03-16,Mid-Depth,8.41657826594078,0.1706794906710122,10
SA,2021-03-16,Lower Photic,7.97985216959203,0.0938606219322231,10
SA,2021-03-16,Deep,7.800332578414722,0.0396886923530471,22
SA,2021-04-13,Surface,8.617276117968466,0.0462396047410028,10
SA,2021-04-13,Mid-Depth,8.490408154093284,0.0407251526000554,10
SA,2021-04-13,Lower Photic,8.339260539791429,0.0624712941556855,10
SA,2021-04-13,Deep,8.01813157031061,0.0577684053067349,22
SA,2021-05-11,Surface,9.196334671022356,0.186525160163311,10
SA,2021-05-11,Mid-Depth,8.686566864979387,0.1495489758005773,10
SA,2021-05-11,Lower Photic,8.227443168228294,0.0936473591282841,10
SA,2021-05-11,Deep,8.044658000041581,0.0647311435030987,22
SA,2021-06-08,Surface,8.701769712911908,0.1762108483853195,10
SA,2021-06-08,Mid-Depth,8.164088295670158,0.1982662930146114,10
SA,2021-06-08,Lower Photic,7.508044724665043,0.1441640974237579,10
SA,2021-06-08,Deep,7.163887473659273,0.1575921832563734,22
SA,2021-07-13,Surface,8.790574089420682,0.0233098301872252,10
SA,2021-07-13,Mid-Depth,8.139767190772693,0.3159293603523895,10
SA,2021-07-13,Lower Photic,7.328359039502503,0.3031791818956864,10
SA,2021-07-13,Deep,6.821691548001204,0.222687016102881,22
SA,2021-08-10,Surface,8.81867005723878,0.1083694843103566,10
SA,2021-08-10,Mid-Depth,8.274745714797737,0.068626859540954,10
SA,2021-08-10,Lower Photic,7.834496882963904,0.2781890988943502,10
SA,2021-08-10,Deep,7.055353744288192,0.19223364081361,22
SA,2021-09-07,Surface,8.460061440855526,0.3673637068359742,10
SA,2021-09-07,Mid-Depth,7.941553032729457,0.0283148531272194,10
SA,2021-09-07,Lower Photic,7.571098429885856,0.2666297692752282,10
SA,2021-09-07,Deep,6.818276756363099,0.2634352660069075,22
SA,2021-10-12,Surface,8.439161917933353,0.2892502563396405,10
SA,2021-10-12,Mid-Depth,7.381892311371198,0.1920746051974653,10
SA,2021-10-12,Lower Photic,6.846809061609268,0.1888199261122057,10
SA,2021-10-12,Deep,6.2046426265934125,0.3653528851218429,22
SA,2021-11-09,Surface,8.523957968296644,0.163492275648324,10
SA,2021-11-09,Mid-Depth,7.895403876132072,0.1005763675340121,10
SA,2021-11-09,Lower Photic,7.610040771435601,0.0694782355211981,10
SA,2021-11-09,Deep,6.905632785602112,0.3202527260715605,22
SA,2021-12-07,Surface,8.485185921378559,0.1320918845485741,10
SA,2021-12-07,Mid-Depth,8.34657168525904,0.0410735915940992,10
SA,2021-12-07,Lower Photic,8.205830431552096,0.0304067340452808,10
SA,2021-12-07,Deep,8.121347648368031,0.069576295669588,22
SA,2022-01-18,Surface,8.443497405877482,0.1041639329973373,10
SA,2022-01-18,Mid-Depth,7.896820311634963,0.1206911925267058,10
SA,2022-01-18,Lower Photic,7.648760690556466,0.0728097030602731,10
SA,2022-01-18,Deep,7.39700155642692,0.1239252229334459,22
SA,2022-02-08,Surface,8.601195844553827,0.0446612052967726,10
SA,2022-02-08,Mid-Depth,7.9919841416092705,0.164781418823587,10
SA,2022-02-08,Lower Photic,7.664514325812971,0.0728633470418356,10
SA,2022-02-08,Deep,7.52901286788019,0.0873397736722018,22
SA,2022-03-08,Surface,7.818140404790677,0.0184261394828471,10
SA,2022-03-08,Mid-Depth,7.76624073807469,0.0123611983453607,10
SA,2022-03-08,Lower Photic,7.755379972720448,0.0044226522515895,10
SA,2022-03-08,Deep,7.726128169603262,0.0494918551945926,22
SA,2022-04-05,Surface,8.186896191007225,0.2050665383323393,10
SA,2022-04-05,Mid-Depth,7.773333657727274,0.0624803694780205,10
SA,2022-04-05,Lower Photic,7.419239627668167,0.1455146032538123,10
SA,2022-04-05,Deep,7.293737360979855,0.1077142331057703,22
SA,2022-05-10,Surface,8.508604717116302,0.0742510261930672,10
SA,2022-05-10,Mid-Depth,8.106056949868748,0.1580800709458951,10
SA,2022-05-10,Lower Photic,7.629428319188326,0.1723063706158792,10
SA,2022-05-10,Deep,7.250936763111105,0.1324230030422581,22
SA,2022-06-14,Surface,8.686991704305683,0.0610458453961876,10
SA,2022-06-14,Mid-Depth,8.018405276524463,0.3071876924922518,10
SA,2022-06-14,Lower Photic,7.353183471888464,0.294055771649755,10
SA,2022-06-14,Deep,6.718536309788487,0.2461714674951009,22
SA,2022-07-12,Surface,8.623072322266845,0.2359205295638537,10
SA,2022-07-12,Mid-Depth,8.006605659726512,0.0989198626876789,10
SA,2022-07-12,Lower Photic,7.511261952516783,0.2494195792724449,10
SA,2022-07-12,Deep,7.018226676340134,0.1761674668380103,22
SA,2022-08-09,Surface,7.996239282129925,0.2943544411614526,10
SA,2022-08-09,Mid-Depth,7.623406626006663,0.0721225586179926,10
SA,2022-08-09,Lower Photic,7.402694098589746,0.1398710022467,10
SA,2022-08-09,Deep,6.635874307531373,0.3202389278447628,22
SA,2022-09-06,Surface,8.735566499468508,0.0460333378039815,10
SA,2022-09-06,Mid-Depth,8.394361921326968,0.1611137857703938,10
SA,2022-09-06,Lower Photic,7.8695547209986145,0.1961538097205002,10
SA,2022-09-06,Deep,7.08640517640342,0.2489355795318482,22
SA,2022-10-18,Surface,8.618268004910682,0.0226866887866901,10
SA,2022-10-18,Mid-Depth,7.797636799307895,0.2209106726445709,10
SA,2022-10-18,Lower Photic,7.459437624701636,0.1381449405024548,10
SA,2022-10-18,Deep,6.552496912347763,0.4501021862889378,22
SA,2022-11-08,Surface,8.473295126734659,0.0851809289243676,10
SA,2022-11-08,Mid-Depth,8.342123769794235,0.0414209100088472,10
SA,2022-11-08,Lower Photic,8.162074171824395,0.1139530503199362,10
SA,2022-11-08,Deep,7.479832725263178,0.2468713577329149,22
SA,2022-12-06,Surface,8.473870870849122,0.1123457329854076,10
SA,2022-12-06,Mid-Depth,7.8390387091347025,0.1147581351929574,10
SA,2022-12-06,Lower Photic,7.533497179858929,0.0850021414223487,10
SA,2022-12-06,Deep,7.304393970958902,0.1932324946795411,22
SA,2023-01-17,Surface,8.05742321351455,0.281100506214604,10
SA,2023-01-17,Mid-Depth,7.500367870173849,0.1386672164305375,10
SA,2023-01-17,Lower Photic,7.213929122819954,0.0926497173832112,10
SA,2023-01-17,Deep,7.220624496024356,0.1717395456008278,22
SA,2023-02-14,Surface,7.617233086385653,0.203591607492235,10
SA,2023-02-14,Mid-Depth,7.166284961077499,0.1402175133196256,10
SA,2023-02-14,Lower Photic,6.842219082819604,0.2307357309386506,10
SA,2023-02-14,Deep,6.257852135300104,0.3759393765584907,22
SA,2023-03-14,Surface,8.23091705614107,0.0623212199215871,10
SA,2023-03-14,Mid-Depth,7.761768658510901,0.1079209041515608,10
SA,2023-03-14,Lower Photic,7.411533569919653,0.1293538930996516,10
SA,2023-03-14,Deep,6.99960471317375,0.2084578174666019,22
SA,2023-04-11,Surface,8.08301491558369,0.0923658769289956,10
SA,2023-04-11,Mid-Depth,7.525652487433329,0.2071280586321985,10
SA,2023-04-11,Lower Photic,7.242870635532194,0.1167362477843773,10
SA,2023-04-11,Deep,6.546955771762196,0.330406727131446,22
SA,2023-05-09,Surface,7.509066357782487,0.3979397861093452,10
SA,2023-05-09,Mid-Depth,7.063670897897576,0.1199568869993465,10
SA,2023-05-09,Lower Photic,6.604859041917547,0.0938373951835729,10
SA,2023-05-09,Deep,6.230406397695668,0.3864202129899473,22
SA,2023-06-13,Surface,8.478696614769571,0.1112293276141844,10
SA,2023-06-13,Mid-Depth,8.074114354269634,0.134692360291701,10
SA,2023-06-13,Lower Photic,7.433627216531202,0.2336327403767911,10
