location,date,depth_group,value_ph,measurement_count_ph,value_dissolved_oxygen,measurement_count_dissolved_oxygen,value_difference,measurement_count_difference
SA,2018-06-12,Deep,7.945360313298534,22,2.058347708849234,22,5.8870126044493,0
SA,2018-07-17,Surface,8.880654588999999,10,6.969427111,10,1.911227477999999,0
SA,2018-07-17,Mid-Depth,8.863271948,10,6.925100509000001,10,1.9381714389999987,0
SA,2018-07-17,Lower Photic,8.759926899,10,6.802457135999999,10,1.9574697630000006,0
SA,2018-07-17,Deep,7.9965853439214705,22,2.360056605649941,22,5.6365287382715294,0
SA,2018-08-14,Surface,8.92038111455692,10,7.063523944849656,10,1.8568571697072631,0
SA,2018-08-14,Mid-Depth,8.844966254815592,10,6.611197963232501,10,2.2337682915830914,0
SA,2018-08-14,Lower Photic,8.608454635697694,10,5.685541475903995,10,2.9229131597936986,0
SA,2018-08-14,Deep,8.049588217364281,22,2.551204573746643,22,5.498383643617638,0
SA,2018-09-11,Surface,8.838192569059117,10,7.156022970970686,10,1.6821695980884313,0
SA,2018-09-11,Mid-Depth,8.688811521561863,10,6.334349201449102,10,2.354462320112761,0
SA,2018-09-11,Lower Photic,8.185289126242427,10,4.89176710177402,10,3.293522024468407,0
SA,2018-09-11,Deep,7.821106937115162,22,1.7197900180424506,22,6.101316919072711,0
SA,2018-09-24,Surface,9.02141289103906,10,7.769823533711144,10,1.2515893573279149,0
SA,2018-09-24,Mid-Depth,8.919309991820452,10,6.937945155122276,10,1.9813648366981758,0
SA,2018-09-24,Lower Photic,8.304270154516896,10,5.233336013285579,10,3.0709341412313167,0
SA,2018-09-24,Deep,7.766714092746718,22,1.2112746300466546,22,6.555439462700064,0
SA,2018-11-14,Surface,8.852648259627511,10,6.845965564599332,10,2.0066826950281786,0
SA,2018-11-14,Mid-Depth,8.790706804300843,10,6.727807333616876,10,2.062899470683967,0
SA,2018-11-14,Lower Photic,8.725811512873936,10,6.290873050595509,10,2.434938462278427,0
SA,2018-11-14,Deep,7.912838746289986,22,1.8963316695012609,22,6.016507076788725,0
SA,2018-12-12,Surface,8.676075215531942,10,6.255746615238785,10,2.420328600293157,0
SA,2018-12-12,Mid-Depth,8.615440249407254,10,6.1643292209146106,10,2.451111028492643,0
SA,2018-12-12,Lower Photic,8.599289191534112,10,6.120936296475659,10,2.4783528950584532,0
SA,2018-12-12,Deep,8.46777111563057,22,5.567159377917666,22,2.9006117377129046,0
SA,2019-02-12,Surface,8.497697246313018,10,7.63,10,0.8676972463130186,0
SA,2019-02-12,Mid-Depth,8.339603536175858,10,7.138,10,1.201603536175858,0
SA,2019-02-12,Lower Photic,8.242238519389108,10,6.922,10,1.3202385193891084,0
SA,2019-02-12,Deep,8.186175639011905,22,8.983306446167711,22,-0.7971308071558063,0
SA,2019-03-12,Surface,8.708772872139386,10,7.487999999999999,10,1.2207728721393876,0
SA,2019-03-12,Mid-Depth,8.593959602557291,10,6.897,10,1.6969596025572908,0
SA,2019-03-12,Lower Photic,8.269856682906076,10,6.354,10,1.9158566829060755,0
SA,2019-03-12,Deep,8.073915780625926,22,4.036377603078117,22,4.037538177547809,0
SA,2019-04-09,Surface,8.75340654469063,10,7.605000000000001,10,1.148406544690629,0
SA,2019-04-09,Mid-Depth,8.392549714649395,10,6.635,10,1.7575497146493948,0
SA,2019-04-09,Lower Photic,8.065357496298699,10,6.224000000000001,10,1.8413574962986976,0
SA,2019-04-09,Deep,7.619377198728706,22,4.701368404838752,22,2.9180087938899533,0
SA,2019-05-14,Surface,8.716161317920578,10,7.41094767514623,10,1.3052136427743486,0
SA,2019-05-14,Mid-Depth,8.62755968920068,10,6.7725729874141525,10,1.8549867017865278,0
SA,2019-05-14,Lower Photic,8.110585970494906,10,4.9627518130873405,10,3.1478341574075657,0
SA,2019-05-14,Deep,7.821089163971652,22,2.371295064893292,22,5.44979409907836,0
SA,2019-06-12,Surface,8.811402970470397,10,7.246239338688132,10,1.5651636317822648,0
SA,2019-06-12,Mid-Depth,8.655031155333129,10,6.835452654296984,10,1.819578501036145,0
SA,2019-06-12,Lower Photic,8.019252729276438,10,4.002184310261304,10,4.017068419015134,0
SA,2019-06-12,Deep,7.746593821711352,22,2.13990787629888,22,5.6066859454124724,0
SA,2019-07-12,Surface,8.783167602581928,10,6.945812312389551,10,1.8373552901923773,0
SA,2019-07-12,Mid-Depth,8.52246658168685,10,6.859319908902317,10,1.6631466727845323,0
SA,2019-07-12,Lower Photic,7.976717050978488,10,4.646375202254686,10,3.330341848723802,0
SA,2019-07-12,Deep,7.503307276393602,22,1.9904428174906847,22,5.512864458902917,0
SA,2019-08-13,Surface,8.807352946033737,10,7.182337049303806,10,1.6250158967299306,0
SA,2019-08-13,Mid-Depth,8.372629711910635,10,6.905210936323508,10,1.4674187755871273,0
SA,2019-08-13,Lower Photic,7.8774683659772124,10,5.397278236007285,10,2.4801901299699276,0
SA,2019-08-13,Deep,7.1446744764502,22,1.7738307127940554,22,5.370843763656145,0
SA,2019-09-10,Surface,8.903791597257257,10,7.233249345056417,10,1.67054225220084,0
SA,2019-09-10,Mid-Depth,8.817169345994515,10,6.930656289846061,10,1.8865130561484538,0
SA,2019-09-10,Lower Photic,8.507401135709161,10,5.374286236990499,10,3.133114898718662,0
SA,2019-09-10,Deep,7.7957832785920145,22,1.748197136041552,22,6.047586142550463,0
SA,2020-02-11,Surface,8.71440303178033,10,7.648947032904277,10,1.065455998876053,0
SA,2020-02-11,Mid-Depth,8.52407397771357,10,7.243582805343033,10,1.280491172370537,0
SA,2020-02-11,Lower Photic,8.327680282359578,10,6.515730928877645,10,1.8119493534819338,0
SA,2020-02-11,Deep,8.079211865088844,22,5.227318578592189,22,2.8518932864966553,0
SA,2020-05-12,Surface,8.711675063940195,10,7.42008373623676,10,1.2915913277034345,0
SA,2020-05-12,Mid-Depth,8.383974347302678,10,7.030788551707028,10,1.3531857955956497,0
SA,2020-05-12,Lower Photic,7.7724100204737,10,5.138995151856991,10,2.6334148686167085,0
SA,2020-05-12,Deep,7.300672442745069,22,3.3721591677580607,22,3.928513274987008,0
SA,2020-06-09,Surface,8.626713764802945,10,7.4200472052231135,10,1.2066665595798316,0
SA,2020-06-09,Mid-Depth,8.21346056101726,10,6.8196960100146695,10,1.3937645510025911,0
SA,2020-06-09,Lower Photic,7.700576955467073,10,5.150150929157892,10,2.5504260263091814,0
SA,2020-06-09,Deep,7.154176085024995,22,2.996893227267266,22,4.157282857757728,0
SA,2020-07-14,Surface,8.605098355901228,10,7.464983796464331,10,1.1401145594368973,0
SA,2020-07-14,Mid-Depth,7.866086690034807,10,7.020546455225366,10,0.845540234809441,0
SA,2020-07-14,Lower Photic,7.164699306723898,10,4.866110641790605,10,2.298588664933294,0
SA,2020-07-14,Deep,6.4797759669039285,22,2.424898757822214,22,4.054877209081715,0
SA,2020-08-11,Surface,8.69748709451255,10,6.979406404668831,10,1.7180806898437186,0
SA,2020-08-11,Mid-Depth,8.347161507270508,10,6.951488781205347,10,1.3956727260651611,0
SA,2020-08-11,Lower Photic,7.748027104810413,10,4.685954587317112,10,3.0620725174933012,0
SA,2020-08-11,Deep,6.981227903224448,22,2.304435770976691,22,4.676792132247757,0
SA,2020-09-08,Surface,8.616837644628717,10,7.003987218467924,10,1.6128504261607928,0
SA,2020-09-08,Mid-Depth,8.427501418435755,10,6.729294824818206,10,1.6982065936175488,0
SA,2020-09-08,Lower Photic,7.952292236419207,10,4.9112520114429,10,3.0410402249763067,0
SA,2020-09-08,Deep,7.178490029670394,22,1.3311839010550244,22,5.84730612861537,0
SA,2020-10-13,Surface,8.632666991678317,10,7.022828492790953,10,1.6098384988873642,0
SA,2020-10-13,Mid-Depth,7.966294387019092,10,6.758213405651953,10,1.2080809813671385,0
SA,2020-10-13,Lower Photic,7.606617912186901,10,6.003245485480207,10,1.6033724267066942,0
SA,2020-10-13,Deep,6.755970982421244,22,1.2665331756423357,22,5.489437806778909,0
SA,2020-11-10,Surface,8.45665415137645,10,7.389346680560726,10,1.0673074708157237,0
SA,2020-11-10,Mid-Depth,7.990055198842688,10,6.717517412978936,10,1.2725377858637517,0
SA,2020-11-10,Lower Photic,7.743321887740012,10,6.233899570380081,10,1.509422317359931,0
SA,2020-11-10,Deep,6.997399778976487,22,2.4218074331402053,22,4.575592345836281,0
SA,2020-12-08,Surface,8.14912562335805,10,6.663434939676565,10,1.4856906836814847,0
SA,2020-12-08,Mid-Depth,7.968435266145919,10,6.577204972339514,10,1.3912302938064052,0
SA,2020-12-08,Lower Photic,7.882296218648578,10,6.503495929640147,10,1.3788002890084305,0
SA,2020-12-08,Deep,7.611545059139501,22,4.718539838855485,22,2.8930052202840155,0
SA,2021-01-19,Surface,8.10216182166771,10,7.066336862612916,10,1.0358249590547945,0
SA,2021-01-19,Mid-Depth,7.939919003233223,10,6.914628335874473,10,1.0252906673587505,0
SA,2021-01-19,Lower Photic,7.790979522307735,10,6.608311222704297,10,1.1826682996034377,0
SA,2021-01-19,Deep,7.601533319941902,22,6.2642641502453165,22,1.3372691696965857,0
SA,2021-02-16,Surface,8.412557159105255,10,7.026148467431762,10,1.386408691673493,0
SA,2021-02-16,Mid-Depth,8.152206463081082,10,6.340759223347343,10,1.8114472397337398,0
SA,2021-02-16,Lower Photic,7.991451356988105,10,6.058604069218902,10,1.9328472877692038,0
SA,2021-02-16,Deep,7.813735599496027,22,5.421579280125022,22,2.392156319371005,0
SA,2021-03-16,Surface,8.617984164464692,10,7.037071882183331,10,1.5809122822813615,0
SA,2021-03-16,Mid-Depth,8.41657826594078,10,6.4186158881442354,10,1.9979623777965445,0
SA,2021-03-16,Lower Photic,7.97985216959203,10,6.136505397276963,10,1.8433467723150674,0
SA,2021-03-16,Deep,7.800332578414722,22,5.155366965508839,22,2.6449656129058834,0
SA,2021-04-13,Surface,8.617276117968466,10,7.409080996274639,10,1.2081951216938265,0
SA,2021-04-13,Mid-Depth,8.490408154093284,10,6.649171833220803,10,1.841236320872481,0
SA,2021-04-13,Lower Photic,8.339260539791429,10,6.282484180024536,10,2.056776359766893,0
SA,2021-04-13,Deep,8.01813157031061,22,5.158419478548257,22,2.8597120917623524,0
SA,2021-05-11,Surface,9.196334671022356,10,7.417648661183529,10,1.778686009838827,0
SA,2021-05-11,Mid-Depth,8.686566864979387,10,6.8981260387514265,10,1.7884408262279603,0
SA,2021-05-11,Lower Photic,8.227443168228294,10,5.242440238605156,10,2.985002929623138,0
SA,2021-05-11,Deep,8.044658000041581,22,4.516082254801979,22,3.5285757452396025,0
SA,2021-06-08,Surface,8.701769712911908,10,7.473341919395383,10,1.2284277935165244,0
