location,date,depth_group,value_temp,measurement_count_temp,value_dissolved_oxygen,measurement_count_dissolved_oxygen,value_difference,measurement_count_difference
SA,2016-11-08,Surface,22.714,10,7.607000000000001,10,15.106999999999998,0
SA,2016-11-08,Mid-Depth,22.659,10,7.51,10,15.149,0
SA,2016-11-08,Lower Photic,22.597,10,7.162000000000001,10,15.435,0
SA,2016-11-08,Deep,21.37280303030303,22,3.709015151515152,22,17.663787878787875,0
SA,2016-12-05,Surface,21.665000000000003,10,7.794,10,13.871000000000002,0
SA,2016-12-05,Mid-Depth,21.624,10,7.624,10,14.0,0
SA,2016-12-05,Lower Photic,21.546,10,7.042,10,14.504,0
SA,2016-12-05,Deep,21.409469696969698,22,6.141666666666668,22,15.267803030303028,0
SA,2017-02-07,Surface,20.512,10,6.282,10,14.23,0
SA,2017-02-07,Mid-Depth,20.504,10,6.289,10,14.215000000000002,0
SA,2017-02-07,Lower Photic,20.463,10,6.161999999999999,10,14.301000000000002,0
SA,2017-02-07,Deep,20.359015151515152,22,6.657954545454545,22,13.701060606060608,0
SA,2017-03-13,Surface,20.99,10,7.699,10,13.290999999999999,0
SA,2017-03-13,Mid-Depth,20.618,10,7.011,10,13.607,0
SA,2017-03-13,Lower Photic,20.538,10,6.535000000000001,10,14.003,0
SA,2017-03-13,Deep,20.448181818181816,22,5.132651515151514,22,15.3155303030303,0
SA,2017-04-18,Surface,21.621,10,7.9,10,13.720999999999998,0
SA,2017-04-18,Mid-Depth,21.455,10,7.802000000000001,10,13.652999999999997,0
SA,2017-04-18,Lower Photic,21.263,10,7.253,10,14.010000000000002,0
SA,2017-04-18,Deep,20.57977272727273,22,4.93189393939394,22,15.647878787878788,0
SA,2017-05-16,Surface,22.95,10,7.943,10,15.007,0
SA,2017-05-16,Mid-Depth,22.441,10,7.467,10,14.974,0
SA,2017-05-16,Lower Photic,21.528,10,6.654000000000001,10,14.873999999999999,0
SA,2017-05-16,Deep,20.648030303030303,22,3.893787878787879,22,16.754242424242424,0
SA,2017-06-13,Surface,23.515,10,8.169,10,15.346,0
SA,2017-06-13,Mid-Depth,23.335,10,7.837000000000001,10,15.498000000000001,0
SA,2017-06-13,Lower Photic,22.251,10,5.957,10,16.294,0
SA,2017-06-13,Deep,20.717575757575755,22,3.3401515151515144,22,17.37742424242424,0
SA,2017-07-11,Surface,23.498,10,8.393,10,15.105,0
SA,2017-07-11,Mid-Depth,23.262,10,8.248000000000001,10,15.014,0
SA,2017-07-11,Lower Photic,22.642000000000003,10,6.863,10,15.779000000000003,0
SA,2017-07-11,Deep,20.85636363636364,22,3.501969696969698,22,17.35439393939394,0
SA,2017-08-08,Surface,23.689000000000004,10,8.045999999999998,10,15.643000000000006,0
SA,2017-08-08,Mid-Depth,23.432,10,7.901000000000001,10,15.530999999999999,0
SA,2017-08-08,Lower Photic,22.146,10,5.420999999999999,10,16.725,0
SA,2017-08-08,Deep,20.7614393939394,22,2.9421969696969694,22,17.819242424242432,0
SA,2017-09-12,Surface,23.688,10,7.270999999999999,10,16.417,0
SA,2017-09-12,Mid-Depth,23.575,10,7.108,10,16.467,0
SA,2017-09-12,Lower Photic,22.954,10,5.504,10,17.450000000000003,0
SA,2017-09-12,Deep,20.93454545454546,22,1.531439393939394,22,19.403106060606067,0
SA,2017-10-12,Surface,23.228,10,5.930000000000001,10,17.298000000000002,0
SA,2017-10-12,Mid-Depth,23.182,10,5.885,10,17.296999999999997,0
SA,2017-10-12,Lower Photic,23.004,10,5.537999999999999,10,17.466,0
SA,2017-10-12,Deep,21.053030303030305,22,1.4798484848484852,22,19.57318181818182,0
SA,2017-11-07,Surface,22.895,10,7.529000000000001,10,15.366,0
SA,2017-11-07,Mid-Depth,22.808,10,7.305,10,15.503,0
SA,2017-11-07,Lower Photic,22.695,10,6.441,10,16.254,0
SA,2017-11-07,Deep,21.20151515151516,22,2.138484848484848,22,19.063030303030313,0
SA,2017-12-13,Surface,22.63241002344351,10,3.883,10,18.74941002344351,0
SA,2017-12-13,Mid-Depth,22.442656658235443,10,3.796,10,18.646656658235443,0
SA,2017-12-13,Lower Photic,21.971324115781748,10,3.705000000000001,10,18.266324115781746,0
SA,2017-12-13,Deep,20.908685248937186,22,3.650227272727273,22,17.25845797620991,0
SA,2018-01-11,Surface,20.5202380383076,10,6.560410735436544,10,13.959827302871055,0
SA,2018-01-11,Mid-Depth,20.436552796366065,10,6.320161994352588,10,14.116390802013477,0
SA,2018-01-11,Lower Photic,20.332573311857,10,6.242815082827719,10,14.089758229029282,0
SA,2018-01-11,Deep,20.29292117647401,22,6.1620758662859485,22,14.130845310188061,0
SA,2018-02-07,Surface,20.33826735312335,10,5.263232190617337,10,15.075035162506012,0
SA,2018-02-07,Mid-Depth,20.256593756312583,10,4.775561536605177,10,15.481032219707405,0
SA,2018-02-07,Lower Photic,20.191629611233147,10,5.174517277278414,10,15.017112333954731,0
SA,2018-02-07,Deep,20.1158127404174,22,5.025477598355542,22,15.090335142061857,0
SA,2018-03-13,Surface,20.690840305194644,10,6.615650826413787,10,14.075189478780857,0
SA,2018-03-13,Mid-Depth,20.46092734295344,10,5.887541883086101,10,14.573385459867339,0
SA,2018-03-13,Lower Photic,20.34979156229295,10,5.284195420680818,10,15.065596141612133,0
SA,2018-03-13,Deep,20.27849406022767,22,3.624359462475398,22,16.65413459775227,0
SA,2018-04-10,Surface,21.511399298186973,10,6.94987953362254,10,14.561519764564434,0
SA,2018-04-10,Mid-Depth,21.22498172447224,10,6.239647611958683,10,14.985334112513558,0
SA,2018-04-10,Lower Photic,20.939183357766613,10,5.431252556990252,10,15.50793080077636,0
SA,2018-04-10,Deep,20.39089836215005,22,2.7105738590463666,22,17.680324503103684,0
SA,2018-05-15,Surface,22.710955471453925,10,7.315734074903753,10,15.395221396550172,0
SA,2018-05-15,Mid-Depth,22.184185827617448,10,6.195670989729013,10,15.988514837888435,0
SA,2018-05-15,Lower Photic,21.24861990815593,10,4.263555409425228,10,16.9850644987307,0
SA,2018-05-15,Deep,20.478883309169262,22,1.6753320028319174,22,18.803551306337344,0
SA,2018-06-12,Surface,23.26055297076557,10,7.080478981907223,10,16.180073988858346,0
SA,2018-06-12,Mid-Depth,23.17331601919259,10,6.880760385833669,10,16.292555633358923,0
SA,2018-06-12,Lower Photic,21.71986499259691,10,4.491299094397064,10,17.228565898199847,0
SA,2018-06-12,Deep,20.56912464818173,22,2.058347708849234,22,18.510776939332498,0
SA,2018-07-17,Surface,22.59701799,10,6.969427111,10,15.627590879000001,0
SA,2018-07-17,Mid-Depth,22.58838491,10,6.925100509000001,10,15.663284400999999,0
SA,2018-07-17,Lower Photic,22.439195179999995,10,6.802457135999999,10,15.636738043999996,0
SA,2018-07-17,Deep,20.7074876742559,22,2.360056605649941,22,18.34743106860596,0
SA,2018-08-14,Surface,23.27504728986564,10,7.063523944849656,10,16.211523345015983,0
SA,2018-08-14,Mid-Depth,23.022039496632893,10,6.611197963232501,10,16.410841533400394,0
SA,2018-08-14,Lower Photic,22.45664567510169,10,5.685541475903995,10,16.771104199197694,0
SA,2018-08-14,Deep,20.895598871292023,22,2.551204573746643,22,18.34439429754538,0
SA,2018-09-11,Surface,23.56241387824533,10,7.156022970970686,10,16.406390907274645,0
SA,2018-09-11,Mid-Depth,23.24280565034285,10,6.334349201449102,10,16.908456448893745,0
SA,2018-09-11,Lower Photic,22.50914837250721,10,4.89176710177402,10,17.61738127073319,0
SA,2018-09-11,Deep,20.79615820121716,22,1.7197900180424506,22,19.07636818317471,0
SA,2018-09-24,Surface,23.65690985695093,10,7.769823533711144,10,15.887086323239785,0
SA,2018-09-24,Mid-Depth,23.45309175460323,10,6.937945155122276,10,16.515146599480953,0
SA,2018-09-24,Lower Photic,22.82425325018124,10,5.233336013285579,10,17.59091723689566,0
SA,2018-09-24,Deep,20.886285770818407,22,1.2112746300466546,22,19.67501114077175,0
SA,2018-11-14,Surface,22.6598544066547,10,6.845965564599332,10,15.813888842055366,0
SA,2018-11-14,Mid-Depth,22.65445147699692,10,6.727807333616876,10,15.926644143380042,0
SA,2018-11-14,Lower Photic,22.571739745858384,10,6.290873050595509,10,16.280866695262876,0
SA,2018-11-14,Deep,21.100684129810304,22,1.8963316695012609,22,19.204352460309043,0
SA,2018-12-12,Surface,21.487154458427337,10,6.255746615238785,10,15.231407843188553,0
SA,2018-12-12,Mid-Depth,21.45700746456115,10,6.1643292209146106,10,15.292678243646542,0
SA,2018-12-12,Lower Photic,21.449602824713885,10,6.120936296475659,10,15.328666528238227,0
SA,2018-12-12,Deep,21.34848891258049,22,5.567159377917666,22,15.781329534662824,0
SA,2019-02-12,Surface,20.702490192694547,10,7.63,10,13.072490192694548,0
SA,2019-02-12,Mid-Depth,20.60797782834327,10,7.138,10,13.46997782834327,0
SA,2019-02-12,Lower Photic,20.558585812170616,10,6.922,10,13.636585812170615,0
SA,2019-02-12,Deep,20.496594781807104,22,8.983306446167711,22,11.513288335639393,0
SA,2019-03-12,Surface,21.21877371856285,10,7.487999999999999,10,13.730773718562851,0
SA,2019-03-12,Mid-Depth,21.02425102986736,10,6.897,10,14.127251029867361,0
SA,2019-03-12,Lower Photic,20.88785264887316,10,6.354,10,14.533852648873161,0
SA,2019-03-12,Deep,20.6101112283476,22,4.036377603078117,22,16.573733625269483,0
SA,2019-04-09,Surface,21.52861237700457,10,7.605000000000001,10,13.92361237700457,0
SA,2019-04-09,Mid-Depth,21.24029360043394,10,6.635,10,14.60529360043394,0
SA,2019-04-09,Lower Photic,21.068945156218007,10,6.224000000000001,10,14.844945156218007,0
SA,2019-04-09,Deep,20.781646093611258,22,4.701368404838752,22,16.080277688772505,0
SA,2019-05-14,Surface,23.30046823987769,10,7.41094767514623,10,15.889520564731463,0
SA,2019-05-14,Mid-Depth,22.664766642694683,10,6.7725729874141525,10,15.892193655280531,0
SA,2019-05-14,Lower Photic,21.61179392160413,10,4.9627518130873405,10,16.649042108516788,0
SA,2019-05-14,Deep,20.81963741835721,22,2.371295064893292,22,18.448342353463918,0
SA,2019-06-12,Surface,23.624793725729923,10,7.246239338688132,10,16.378554387041792,0
SA,2019-06-12,Mid-Depth,23.18571659052753,10,6.835452654296984,10,16.350263936230547,0
SA,2019-06-12,Lower Photic,21.59846992422645,10,4.002184310261304,10,17.596285613965144,0
SA,2019-06-12,Deep,20.911966944415376,22,2.13990787629888,22,18.772059068116494,0
SA,2019-07-12,Surface,23.44526641339656,10,6.945812312389551,10,16.49945410100701,0
SA,2019-07-12,Mid-Depth,23.41489277023116,10,6.859319908902317,10,16.55557286132884,0
SA,2019-07-12,Lower Photic,22.07190712065769,10,4.646375202254686,10,17.425531918403006,0
SA,2019-07-12,Deep,20.83351881493023,22,1.9904428174906847,22,18.843075997439545,0
SA,2019-08-13,Surface,23.85895613334602,10,7.182337049303806,10,16.676619084042215,0
SA,2019-08-13,Mid-Depth,23.696775076208013,10,6.905210936323508,10,16.791564139884507,0
SA,2019-08-13,Lower Photic,22.92072659253109,10,5.397278236007285,10,17.523448356523804,0
SA,2019-08-13,Deep,20.941336049420617,22,1.7738307127940554,22,19.16750533662656,0
SA,2019-09-10,Surface,23.77249476160109,10,7.233249345056417,10,16.539245416544674,0
SA,2019-09-10,Mid-Depth,23.66507000815718,10,6.930656289846061,10,16.734413718311117,0
SA,2019-09-10,Lower Photic,22.94854041810324,10,5.374286236990499,10,17.57425418111274,0
SA,2019-09-10,Deep,20.98607116600324,22,1.748197136041552,22,19.237874029961688,0
SA,2020-02-11,Surface,21.33902148354723,10,7.648947032904277,10,13.690074450642953,0
SA,2020-02-11,Mid-Depth,21.15303414762065,10,7.243582805343033,10,13.909451342277618,0
SA,2020-02-11,Lower Photic,20.98359721532198,10,6.515730928877645,10,14.467866286444334,0
SA,2020-02-11,Deep,20.861395591701694,22,5.227318578592189,22,15.634077013109504,0
SA,2020-05-12,Surface,23.53035793049672,10,7.42008373623676,10,16.110274194259958,0
SA,2020-05-12,Mid-Depth,23.28963210304729,10,7.030788551707028,10,16.258843551340263,0
SA,2020-05-12,Lower Photic,21.946302393916163,10,5.138995151856991,10,16.80730724205917,0
SA,2020-05-12,Deep,20.9243775319908,22,3.3721591677580607,22,17.55221836423274,0
SA,2020-06-09,Surface,23.28527303818646,10,7.4200472052231135,10,15.865225832963347,0
SA,2020-06-09,Mid-Depth,22.92885147960438,10,6.8196960100146695,10,16.10915546958971,0
SA,2020-06-09,Lower Photic,22.069566129616632,10,5.150150929157892,10,16.91941520045874,0
SA,2020-06-09,Deep,20.96450511988979,22,2.996893227267266,22,17.967611892622525,0
SA,2020-07-14,Surface,23.73168301290067,10,7.464983796464331,10,16.26669921643634,0
SA,2020-07-14,Mid-Depth,23.55061825773791,10,7.020546455225366,10,16.530071802512545,0
SA,2020-07-14,Lower Photic,22.4497737157579,10,4.866110641790605,10,17.583663073967294,0
SA,2020-07-14,Deep,21.020885273841063,22,2.424898757822214,22,18.59598651601885,0
SA,2020-08-11,Surface,24.002584446308955,10,6.979406404668831,10,17.023178041640122,0
SA,2020-08-11,Mid-Depth,23.982929243013803,10,6.951488781205347,10,17.031440461808458,0
SA,2020-08-11,Lower Photic,22.59068701149853,10,4.685954587317112,10,17.904732424181418,0
SA,2020-08-11,Deep,20.992283404305155,22,2.304435770976691,22,18.687847633328463,0
SA,2020-09-08,Surface,23.567815874440647,10,7.003987218467924,10,16.563828655972724,0
SA,2020-09-08,Mid-Depth,23.49386867580756,10,6.729294824818206,10,16.76457385098935,0
SA,2020-09-08,Lower Photic,22.73356598934182,10,4.9112520114429,10,17.82231397789892,0
SA,2020-09-08,Deep,21.07127958435399,22,1.3311839010550244,22,19.740095683298968,0
SA,2020-10-13,Surface,23.68452260164621,10,7.022828492790953,10,16.661694108855258,0
SA,2020-10-13,Mid-Depth,23.57620104138033,10,6.758213405651953,10,16.817987635728375,0
SA,2020-10-13,Lower Photic,23.26372722012307,10,6.003245485480207,10,17.260481734642863,0
SA,2020-10-13,Deep,21.11999166335087,22,1.2665331756423357,22,19.853458487708533,0
SA,2020-11-10,Surface,22.68513224743012,10,7.389346680560726,10,15.295785566869393,0
SA,2020-11-10,Mid-Depth,22.63383639794833,10,6.717517412978936,10,15.916318984969394,0
SA,2020-11-10,Lower Photic,22.55730522005738,10,6.233899570380081,10,16.323405649677298,0
SA,2020-11-10,Deep,21.27074877578288,22,2.4218074331402053,22,18.848941342642675,0
SA,2020-12-08,Surface,21.89535406059401,10,6.663434939676565,10,15.231919120917444,0
SA,2020-12-08,Mid-Depth,21.88242209780194,10,6.577204972339514,10,15.305217125462425,0
SA,2020-12-08,Lower Photic,21.87396259143295,10,6.503495929640147,10,15.370466661792802,0
SA,2020-12-08,Deep,21.501875063508702,22,4.718539838855485,22,16.783335224653218,0
SA,2021-01-19,Surface,21.318093289451973,10,7.066336862612916,10,14.251756426839057,0
SA,2021-01-19,Mid-Depth,21.26967256850358,10,6.914628335874473,10,14.355044232629108,0
SA,2021-01-19,Lower Photic,21.202129083092068,10,6.608311222704297,10,14.59381786038777,0
SA,2021-01-19,Deep,21.099721950993366,22,6.2642641502453165,22,14.835457800748049,0
SA,2021-02-16,Surface,21.04430226843254,10,7.026148467431762,10,14.018153801000777,0
SA,2021-02-16,Mid-Depth,20.87808176675496,10,6.340759223347343,10,14.537322543407617,0
SA,2021-02-16,Lower Photic,20.76622462600214,10,6.058604069218902,10,14.707620556783237,0
SA,2021-02-16,Deep,20.65961150723865,22,5.421579280125022,22,15.238032227113628,0
SA,2021-03-16,Surface,21.21687267998319,10,7.037071882183331,10,14.17980079779986,0
SA,2021-03-16,Mid-Depth,20.99446653770507,10,6.4186158881442354,10,14.575850649560834,0
SA,2021-03-16,Lower Photic,20.938718685518783,10,6.136505397276963,10,14.80221328824182,0
SA,2021-03-16,Deep,20.831462046159047,22,5.155366965508839,22,15.676095080650207,0
SA,2021-04-13,Surface,21.49837767428468,10,7.409080996274639,10,14.08929667801004,0
SA,2021-04-13,Mid-Depth,21.12307115703946,10,6.649171833220803,10,14.473899323818655,0
SA,2021-04-13,Lower Photic,21.04343107862851,10,6.282484180024536,10,14.760946898603976,0
SA,2021-04-13,Deep,20.91615465896217,22,5.158419478548257,22,15.757735180413913,0
SA,2021-05-11,Surface,22.71575840948448,10,7.417648661183529,10,15.29810974830095,0
SA,2021-05-11,Mid-Depth,22.17472233805529,10,6.8981260387514265,10,15.276596299303863,0
SA,2021-05-11,Lower Photic,21.2261641363141,10,5.242440238605156,10,15.983723897708945,0
SA,2021-05-11,Deep,20.93310838098945,22,4.516082254801979,22,16.41702612618747,0
SA,2021-06-08,Surface,23.97214504348512,10,7.473341919395383,10,16.498803124089736,0
SA,2021-06-08,Mid-Depth,23.21454280506806,10,6.643858660921507,10,16.570684144146554,0
SA,2021-06-08,Lower Photic,21.635146854114293,10,4.871564203024917,10,16.763582651089376,0
SA,2021-06-08,Deep,20.98233890788356,22,3.6988415861505946,22,17.283497321732966,0
SA,2021-07-13,Surface,23.637088826781,10,7.366769850491487,10,16.270318976289513,0
SA,2021-07-13,Mid-Depth,23.581186706274742,10,7.26781289562161,10,16.313373810653133,0
SA,2021-07-13,Lower Photic,21.77977259339487,10,4.731810765756382,10,17.04796182763849,0
SA,2021-07-13,Deep,20.986901956747715,22,3.224943007324073,22,17.761958949423644,0
SA,2021-08-10,Surface,23.4723743180766,10,7.397959563881547,10,16.074414754195054,0
SA,2021-08-10,Mid-Depth,23.394414329983217,10,7.219267880211079,10,16.17514644977214,0
SA,2021-08-10,Lower Photic,22.63520186573403,10,5.776673471054756,10,16.858528394679272,0
SA,2021-08-10,Deep,21.06558508094619,22,2.9804810481810544,22,18.085104032765134,0
SA,2021-09-07,Surface,23.64865212461325,10,7.39953755783893,10,16.24911456677432,0
