date,depth_group,mean_chlorophyll_a,std_chlorophyll_a,measurement_count
2014-10-07,Deep,0.45429770250627116,0.16459370448115668,22
2014-11-11,Surface,3.05,1.1565252341751782,10
2014-11-11,Mid-Depth,3.532,0.43204423641824236,10
2014-11-11,Lower Photic,2.2739999999999996,0.37776078393150236,10
2014-11-11,Deep,1.5454633273469782,0.8833898998551732,22
2014-12-08,Surface,2.8155,0.9843453831523432,10
2014-12-08,Mid-Depth,3.351,0.1239578781504247,10
2014-12-08,Lower Photic,3.567,0.14989255411052865,10
2014-12-08,Deep,3.967727272727273,0.1394865352157459,22
2015-01-13,Surface,3.1979999999999995,1.0224132671717874,10
2015-01-13,Mid-Depth,4.276000000000001,0.12375603240066956,10
2015-01-13,Lower Photic,4.405,0.25074333933770265,10
2015-01-13,Deep,4.475227272727272,0.12949055189589323,22
2015-02-10,Surface,3.136,1.1632827114105437,10
2015-02-10,Mid-Depth,2.059,0.7280483805657729,10
2015-02-10,Lower Photic,1.593,0.06992853494818832,10
2015-02-10,Deep,1.8758333333333332,0.39981138079304374,22
2015-03-10,Surface,2.96,1.4864424345096956,10
2015-03-10,Mid-Depth,4.984,0.07574812062208397,10
2015-03-10,Lower Photic,4.583,0.10944811048569494,10
2015-03-10,Deep,5.040530303030303,0.3268291571751181,22
2015-04-14,Surface,0.776,0.21792965225809297,10
2015-04-14,Mid-Depth,1.168,0.030110906108363263,10
2015-04-14,Lower Photic,1.0720000000000003,0.05006662228138294,10
2015-04-14,Deep,0.5587878787878787,0.1930965859001435,22
2015-06-09,Surface,0.711,0.12404748194855784,10
2015-06-09,Mid-Depth,0.929,0.01728840330651989,10
2015-06-09,Lower Photic,0.937,0.0429599296502631,10
2015-06-09,Deep,0.5393939393939392,0.19281165622527796,22
2015-07-14,Surface,1.2520000000000002,0.4534999693740036,10
2015-07-14,Mid-Depth,1.988,0.21164960561162294,10
2015-07-14,Lower Photic,1.437,0.07273238618387279,10
2015-07-14,Deep,0.7236363636363637,0.3400091954730828,22
2015-08-10,Surface,1.357,0.47956114197137456,10
2015-08-10,Mid-Depth,1.645,0.11257096527178855,10
2015-08-10,Lower Photic,1.19,0.09153020145163988,10
2015-08-10,Deep,0.730378787878788,0.22953710713038,22
2015-09-09,Surface,1.594,0.6136267414135222,10
2015-09-09,Mid-Depth,2.521,0.23848829461142673,10
2015-09-09,Lower Photic,2.2600000000000002,0.6739930761266518,10
2015-09-09,Deep,0.6046969696969697,0.2204220556928971,22
2015-10-06,Surface,1.8359999999999999,0.743059740382816,10
2015-10-06,Mid-Depth,2.045,0.4770336582581057,10
2015-10-06,Lower Photic,1.287,0.4131733561378592,10
2015-10-06,Deep,0.47416666666666674,0.15079134292302426,22
2015-11-11,Surface,2.4915392856423737,0.5781790373651308,10
2015-11-11,Mid-Depth,3.0906202603698234,0.18783728134174596,10
2015-11-11,Lower Photic,2.576048265567105,0.30660509593812085,10
2015-11-11,Deep,1.4276198709673353,0.3450553924401789,22
2016-01-19,Surface,1.8560000000000003,0.36197605814012995,10
2016-01-19,Mid-Depth,2.1239999999999997,0.13801771222886178,10
2016-01-19,Lower Photic,2.3470000000000004,0.11709919821340467,10
2016-01-19,Deep,1.6234848484848483,0.4443861794420214,22
2016-02-16,Surface,3.0799476552546436,0.7343813625995163,10
2016-02-16,Mid-Depth,2.7880000000000003,0.33989540874935176,10
2016-02-16,Lower Photic,2.4855,0.10324981690714045,10
2016-02-16,Deep,2.308181818181818,0.06875866292878105,22
2016-03-01,Surface,3.553,0.9625088744179627,10
2016-03-01,Mid-Depth,3.173,0.7173845672189711,10
2016-03-01,Lower Photic,1.972,0.04848825745591514,10
2016-03-01,Deep,1.4427272727272726,0.27649667059552246,22
2016-04-12,Surface,1.759,0.583884501516448,10
2016-04-12,Mid-Depth,2.3070000000000004,0.2593603242166731,10
2016-04-12,Lower Photic,1.2349999999999999,0.7550312723471936,10
2016-04-12,Deep,0.3359090909090909,0.050299966004825274,22
2016-05-17,Surface,0.7969999999999999,0.19579183957571994,10
2016-05-17,Mid-Depth,1.2429999999999999,0.07439384681843288,10
2016-05-17,Lower Photic,0.759,0.34167723560889063,10
2016-05-17,Deep,0.22522727272727272,0.10149451395832369,22
2016-06-14,Surface,0.479,0.10969148655306948,10
2016-06-14,Mid-Depth,1.038,0.10570398920255249,10
2016-06-14,Lower Photic,0.9959999999999999,0.13825901618178674,10
2016-06-14,Deep,0.3159848484848485,0.11021942891714924,22
2016-07-12,Surface,0.8859999999999999,0.11558546621439915,10
2016-07-12,Mid-Depth,1.249,0.053218626647276675,10
2016-07-12,Lower Photic,0.9629999999999999,0.3213184643862776,10
2016-07-12,Deep,0.32416666666666666,0.12896797313766736,22
2016-08-09,Surface,0.792,0.2338945631404601,10
2016-08-09,Mid-Depth,1.28,0.29097537123726924,10
2016-08-09,Lower Photic,1.5390000000000001,0.03142893217686181,10
2016-08-09,Deep,0.6162121212121213,0.3607451803379847,22
2016-09-06,Surface,0.497,0.0670074622710038,10
2016-09-06,Mid-Depth,0.8400000000000001,0.04944132324730443,10
2016-09-06,Lower Photic,0.844,0.0362705880232945,10
2016-09-06,Deep,0.35848484848484846,0.1925943107741466,22
2016-10-11,Surface,0.639,0.2753361581775993,10
2016-10-11,Mid-Depth,1.5379999999999998,0.28232369129541124,10
2016-10-11,Lower Photic,1.8350000000000002,0.021730674684008848,10
2016-10-11,Deep,0.5908143719339326,0.5926598521380106,22
2016-11-08,Surface,1.47,0.43499680714026195,10
2016-11-08,Mid-Depth,1.8040000000000003,0.17462340431148782,10
2016-11-08,Lower Photic,2.2,0.19573224341204265,10
2016-11-08,Deep,1.2381060606060605,1.0634905958562808,22
2016-12-05,Surface,1.3119999999999998,0.262119565593007,10
2016-12-05,Mid-Depth,1.611,0.049988887654046514,10
2016-12-05,Lower Photic,1.0710000000000002,0.311214466958791,10
2016-12-05,Deep,0.7399242424242426,0.09251408769131554,22
2017-02-07,Surface,1.383,0.2846459789516326,10
2017-02-07,Mid-Depth,1.5060000000000002,0.2691220293225114,10
2017-02-07,Lower Photic,1.5100000000000002,0.4150501977672902,10
2017-02-07,Deep,1.2718939393939395,0.281274638170458,22
2017-03-13,Surface,1.843,0.12481541927537992,10
2017-03-13,Mid-Depth,1.6260000000000001,0.23429326352529503,10
2017-03-13,Lower Photic,1.225,0.26030964467555007,10
2017-03-13,Deep,0.6609090909090909,0.15460114860994778,22
2017-04-18,Surface,0.859,0.28614099088852446,10
2017-04-18,Mid-Depth,1.117,0.05143496432929209,10
2017-04-18,Lower Photic,0.9610000000000001,0.0417532433869913,10
2017-04-18,Deep,0.5663636363636363,0.1641005921043685,22
2017-05-16,Surface,0.729,0.3046838069576758,10
2017-05-16,Mid-Depth,0.9020000000000001,0.09795690662508466,10
2017-05-16,Lower Photic,0.639,0.03142893217686178,10
2017-05-16,Deep,0.30545454545454553,0.12222061523277811,22
2017-06-13,Surface,1.3770000000000002,0.42677212238435214,10
2017-06-13,Mid-Depth,1.4949999999999999,0.19432218378535968,10
2017-06-13,Lower Photic,0.8219999999999998,0.07052186422190874,10
2017-06-13,Deep,0.3203787878787879,0.254374391731619,22
2017-07-11,Surface,0.777,0.2870559372511064,10
2017-07-11,Mid-Depth,1.0390000000000001,0.05743595467030112,10
2017-07-11,Lower Photic,1.06,0.18547236990991403,10
2017-07-11,Deep,0.29075757575757577,0.1119130511805081,22
2017-08-08,Surface,1.068,0.2526218078032413,10
2017-08-08,Mid-Depth,1.171,0.08621033709609435,10
2017-08-08,Lower Photic,0.842,0.1296833751017368,10
2017-08-08,Deep,0.2776515151515152,0.1539400170846712,22
2017-09-12,Surface,1.312,0.34220851343393943,10
2017-09-12,Mid-Depth,1.121,0.4116754385030356,10
2017-09-12,Lower Photic,0.85,0.38904441334577156,10
2017-09-12,Deep,0.20893939393939398,0.07779797717502206,22
2017-10-12,Surface,0.596,0.19027465528662627,10
2017-10-12,Mid-Depth,1.18,0.2637338725980331,10
2017-10-12,Lower Photic,1.504,0.06603029607687677,10
2017-10-12,Deep,0.4075757575757575,0.3850457704095,22
2017-11-07,Surface,1.135,0.42335301791504665,10
2017-11-07,Mid-Depth,1.9899999999999998,0.14689376357687134,10
2017-11-07,Lower Photic,1.9560000000000002,0.20244066346024017,10
2017-11-07,Deep,0.7192424242424242,0.6288706025314228,22
2017-12-13,Surface,1.9070000000000005,0.3161592425766906,10
2017-12-13,Mid-Depth,2.338,0.19193748982416128,10
2017-12-13,Lower Photic,2.466,0.30529402949360873,10
2017-12-13,Deep,2.3370454545454553,0.31592140030208654,22
2018-01-11,Surface,8.752287026428798,8.382828193939687,10
2018-01-11,Mid-Depth,6.28692750696432,0.8633807629609818,10
2018-01-11,Lower Photic,5.654546299790479,0.2888736350926188,10
2018-01-11,Deep,5.85072548993748,0.6697073809994655,22
2018-02-07,Surface,7.878703237897696,7.471339515928267,10
2018-02-07,Mid-Depth,4.271905410142258,0.749528605325381,10
2018-02-07,Lower Photic,3.6246035811352173,0.27215814236590835,10
2018-02-07,Deep,2.909738618579068,0.2339553979174918,22
2018-03-13,Surface,7.261936698745066,0.3213939932818729,10
2018-03-13,Mid-Depth,8.920386000528863,0.5223764424089394,10
2018-03-13,Lower Photic,9.448971286538253,1.6949284325573968,10
2018-03-13,Deep,6.556422660535953,3.958405047896863,22
2018-04-10,Surface,2.877489439674273,0.15030807649051328,10
2018-04-10,Mid-Depth,2.419978705185602,0.22812461981323023,10
2018-04-10,Lower Photic,1.9795940739743507,0.5984312175718832,10
2018-04-10,Deep,0.6943583432047271,0.14487467081705638,22
2018-05-15,Surface,1.9890922544297172,0.31445155601778857,10
2018-05-15,Mid-Depth,2.5738895369815613,0.3226841377954535,10
2018-05-15,Lower Photic,1.2544293160524185,0.30890299633097795,10
2018-05-15,Deep,0.7334180042350227,0.237441602052927,22
2018-06-12,Surface,2.328827108896434,0.09063514395626744,10
2018-06-12,Mid-Depth,1.9928486213723555,0.3567307882069939,10
2018-06-12,Lower Photic,1.1723648633948294,0.13969686248008792,10
2018-06-12,Deep,0.6274383974911077,0.11148762257114153,22
2018-07-17,Surface,2.513865501,0.23776727880468687,10
2018-07-17,Mid-Depth,2.947426491,0.12594541980086715,10
2018-07-17,Lower Photic,5.012698192999999,3.152529465378545,10
2018-07-17,Deep,1.1983978314335724,1.0355916206078237,22
2018-08-14,Surface,1.5292082565553833,0.38833347974241195,10
2018-08-14,Mid-Depth,2.125499455049102,0.13498448599608084,10
2018-08-14,Lower Photic,1.90585239885023,0.07879306674837294,10
2018-08-14,Deep,0.8389446794611625,0.33506515420561966,22
2018-09-11,Surface,2.15439224240905,0.09628977548432449,10
2018-09-11,Mid-Depth,2.68106496836621,0.3527267442321944,10
2018-09-11,Lower Photic,1.9045275989657129,0.2445920894302772,10
2018-09-11,Deep,0.913369319461593,0.3707046395039326,22
2018-09-24,Surface,1.949981528948277,0.3763107555293079,10
2018-09-24,Mid-Depth,1.364167616595907,0.1135735584072809,10
2018-09-24,Lower Photic,0.9607974684821118,0.1523204722514858,10
2018-09-24,Deep,0.5628220465129435,0.08278563815175152,22
2018-11-14,Surface,2.714807095129829,0.7853654930320395,10
2018-11-14,Mid-Depth,3.2430496042905235,0.20549946022454457,10
2018-11-14,Lower Photic,2.6108436754580127,0.13819973304839378,10
2018-11-14,Deep,0.9615655589530828,0.628269532888298,22
2018-12-12,Surface,1.810013346883298,0.4573400785379994,10
2018-12-12,Mid-Depth,2.122052677596734,0.09685698388773172,10
2018-12-12,Lower Photic,2.115221570587407,0.08715132640709898,10
2018-12-12,Deep,1.5290469791579684,0.42349879913918936,22
2019-02-12,Surface,5.687332725419779,6.920353091104379,10
2019-02-12,Mid-Depth,3.41828417426224,0.30151718656836274,10
2019-02-12,Lower Photic,3.250231343030658,0.17805541989071788,10
2019-02-12,Deep,4.2579572283161395,2.1038287283724166,22
2019-03-12,Surface,7.814047928189458,5.290306043316015,10
2019-03-12,Mid-Depth,3.103211173818074,0.5742382201165499,10
2019-03-12,Lower Photic,3.396465523702181,0.685280831154922,10
2019-03-12,Deep,1.2296696738526092,0.2949920903712379,22
2019-04-09,Surface,3.3418016170557943,0.897516603625337,10
2019-04-09,Mid-Depth,2.568784146999403,0.36738937093747975,10
2019-04-09,Lower Photic,2.1928801375131775,0.1874821863385626,10
2019-04-09,Deep,1.171822021140384,0.28957623883039596,22
2019-05-14,Surface,1.760399615041472,0.18863664716276635,10
2019-05-14,Mid-Depth,1.527548072213902,0.2081417076951501,10
2019-05-14,Lower Photic,0.7987877327958229,0.1364594528980046,10
2019-05-14,Deep,0.5516138286157649,0.05808218297138303,22
2019-06-12,Surface,1.336600741557334,0.23099880135856296,10
2019-06-12,Mid-Depth,1.5918136835032333,0.0885542067862877,10
2019-06-12,Lower Photic,0.901733854831698,0.1571471079592463,10
2019-06-12,Deep,0.571227630306109,0.09045509451917001,22
2019-07-12,Surface,2.348391235403748,0.048274149566051555,10
2019-07-12,Mid-Depth,2.044121051714108,0.19399661413286506,10
2019-07-12,Lower Photic,1.351413540580777,0.20695495761581714,10
2019-07-12,Deep,0.6365003158442072,0.1260147634968436,22
2019-08-13,Surface,1.3008741274172562,0.016979724773156537,10
2019-08-13,Mid-Depth,1.7216089930632752,0.20524720587573195,10
2019-08-13,Lower Photic,1.559891191256447,0.32866624026700897,10
2019-08-13,Deep,0.6547868611378724,0.11335809986779193,22
2019-09-10,Surface,1.7070135208590158,0.5943944185720492,10
2019-09-10,Mid-Depth,7.41476237350075,9.608683821773127,10
2019-09-10,Lower Photic,3.4927395543334647,1.6527938907850692,10
2019-09-10,Deep,0.882943111092785,0.2803034579472862,22
2020-02-11,Surface,6.817775079328735,8.783577165414783,10
2020-02-11,Mid-Depth,7.55487497263901,1.2933925279342093,10
2020-02-11,Lower Photic,8.09222813634279,0.7668540005163211,10
2020-02-11,Deep,4.394187553268791,1.572087573150951,22
2020-05-12,Surface,2.074522138005202,0.3567305472192936,10
2020-05-12,Mid-Depth,3.101882836301979,0.1635986435541197,10
2020-05-12,Lower Photic,1.6013840458218873,0.6469580071413384,10
2020-05-12,Deep,0.7923798939287732,0.18285371088387928,22
2020-06-09,Surface,2.768513302142617,1.1677722379968842,10
2020-06-09,Mid-Depth,4.199933338571873,0.26956465295779725,10
2020-06-09,Lower Photic,2.6050905649092817,1.414640280618943,10
2020-06-09,Deep,0.7501230646839715,0.15699489378147627,22
2020-07-14,Surface,3.360208299000825,0.47507718480155664,10
2020-07-14,Mid-Depth,3.6031023106936866,0.18383119621624752,10
2020-07-14,Lower Photic,1.8471806207938717,0.6793662820214261,10
2020-07-14,Deep,0.7381805244747085,0.15643203822912685,22
2020-08-11,Surface,1.674829307558095,0.026093393779851762,10
2020-08-11,Mid-Depth,1.8081711736618917,0.16010783377178928,10
2020-08-11,Lower Photic,1.545355992271591,0.6150629043831072,10
2020-08-11,Deep,0.7064158537538755,0.10938348706629969,22
2020-09-08,Surface,1.482193203806359,0.1083305908080898,10
2020-09-08,Mid-Depth,1.5365379643078168,0.11419041416733032,10
2020-09-08,Lower Photic,0.9193694084167123,0.17437833860758664,10
2020-09-08,Deep,0.5553959604987919,0.05097477075550789,22
2020-10-13,Surface,1.362731184728692,0.24966633353942896,10
2020-10-13,Mid-Depth,2.6079529433813162,0.4328798954900905,10
2020-10-13,Lower Photic,1.7623666314882371,0.4934262931280949,10
2020-10-13,Deep,0.6594332020494404,0.1211915802702785,22
2020-11-10,Surface,9.514661014562336,0.6495820583690224,10
2020-11-10,Mid-Depth,5.791107587921809,0.8285267901146528,10
2020-11-10,Lower Photic,4.302832840833316,0.9501765627605837,10
2020-11-10,Deep,3.1408650647999816,5.021827412781507,22
2020-12-08,Surface,2.346159692855997,0.0933976597928532,10
2020-12-08,Mid-Depth,2.399402710430792,0.15607202545949686,10
2020-12-08,Lower Photic,2.510686707117799,0.11253263797436647,10
2020-12-08,Deep,1.7375478275409242,0.7348441972440667,22
2021-01-19,Surface,2.6840776073798533,0.886241684424324,10
2021-01-19,Mid-Depth,3.7772581950612563,0.3010059528854471,10
2021-01-19,Lower Photic,3.81723443849071,0.24144354148931343,10
2021-01-19,Deep,3.8107329062011335,0.11743017877081213,22
2021-02-16,Surface,3.379432068765972,0.910629983277561,10
2021-02-16,Mid-Depth,3.86528773116857,0.30157434108403003,10
2021-02-16,Lower Photic,2.5822909880170957,0.33673684052273495,10
2021-02-16,Deep,1.6826779479707938,0.49971069025496795,22
2021-03-16,Surface,3.135489515498881,0.19190385933312,10
2021-03-16,Mid-Depth,2.244651224234037,0.31730301794248916,10
2021-03-16,Lower Photic,1.611949442733979,0.14194100100767518,10
2021-03-16,Deep,1.1490912106638291,0.17370829650978506,22
2021-04-13,Surface,3.14644322644776,0.8098358939987778,10
2021-04-13,Mid-Depth,3.1682203028508065,0.5475062707466022,10
2021-04-13,Lower Photic,2.009615692161278,0.18033676295763862,10
2021-04-13,Deep,1.4736409840268265,0.17439894999837466,22
2021-05-11,Surface,1.4306587364361367,0.4100602031460576,10
2021-05-11,Mid-Depth,2.838991367649506,0.5332376966473609,10
2021-05-11,Lower Photic,1.2422627791729721,0.18356290135154124,10
2021-05-11,Deep,0.8553736424131034,0.18386092193195275,22
2021-06-08,Surface,1.4064873979136565,0.33827453528372475,10
2021-06-08,Mid-Depth,1.646038253879825,0.1899817824044185,10
2021-06-08,Lower Photic,1.0445253021918233,0.2201941050871737,10
2021-06-08,Deep,0.6542416872931283,0.08559034869428503,22
2021-07-13,Surface,1.979374414218464,0.064825354420112,10
2021-07-13,Mid-Depth,2.15144023178227,0.19237149394057312,10
2021-07-13,Lower Photic,1.811226891253419,0.5365112235858154,10
2021-07-13,Deep,0.8171279017529915,0.14829623734717365,22
2021-08-10,Surface,1.1373086230110685,0.4060616858888617,10
2021-08-10,Mid-Depth,1.8477183907898271,0.12950491343632814,10
2021-08-10,Lower Photic,1.5364102130384332,0.35540911163814837,10
2021-08-10,Deep,0.7960928806108829,0.14482317466160585,22
2021-09-07,Surface,1.6937075799950114,0.7761581382547474,10
2021-09-07,Mid-Depth,2.9706514245300566,0.3235487983921971,10
2021-09-07,Lower Photic,1.9642999607810665,0.28796649799143864,10
2021-09-07,Deep,0.8029104902900793,0.24951535783711387,22
2021-10-12,Surface,2.2831870613484093,0.7540953909383398,10
2021-10-12,Mid-Depth,3.435739649174888,0.162737093166551,10
2021-10-12,Lower Photic,3.033711633551812,0.42655583228266764,10
2021-10-12,Deep,1.005565281935492,0.3092238641547,22
2021-11-09,Surface,6.724386148914741,7.163337556890997,10
2021-11-09,Mid-Depth,6.922864117636583,0.33958396635163157,10
2021-11-09,Lower Photic,7.576431292041479,0.7087798977672332,10
2021-11-09,Deep,1.781399917308913,2.0877103781828827,22
2021-12-07,Surface,2.641214477956673,0.9167031824393408,10
2021-12-07,Mid-Depth,9.911594147264548,6.675983783523737,10
2021-12-07,Lower Photic,10.512919168230578,0.6681130586502383,10
2021-12-07,Deep,10.562075618471553,2.1249210620111,22
2022-01-18,Surface,2.2163984570731463,0.8482297919438432,10
2022-01-18,Mid-Depth,3.138322615816378,0.2876594618487733,10
2022-01-18,Lower Photic,1.7963386969273931,0.27170105411161305,10
2022-01-18,Deep,1.1237837981434673,0.20259554196199706,22
2022-02-08,Surface,2.453386320778011,0.8811766865393902,10
2022-02-08,Mid-Depth,3.314302604154453,0.18144397587484737,10
2022-02-08,Lower Photic,3.239614030849335,0.19169716590650418,10
2022-02-08,Deep,5.486336593476789,5.356670654966054,22
2022-03-08,Surface,2.6162426965416765,0.9838624894134556,10
2022-03-08,Mid-Depth,1.5452258786716278,0.31738771094093576,10
2022-03-08,Lower Photic,0.9617299746672391,0.11707134787059846,10
2022-03-08,Deep,0.6854367042037385,0.12145704577235594,22
2022-04-05,Surface,2.121317361000498,0.5560941249578449,10
2022-04-05,Mid-Depth,3.374976476268614,0.6550806545897724,10
2022-04-05,Lower Photic,3.016243492385115,0.8050390718411669,10
2022-04-05,Deep,1.2005827586212112,0.3110458077352962,22
2022-05-10,Surface,1.6944912085333192,0.4026419361997285,10
2022-05-10,Mid-Depth,1.9768739645495146,0.1662689927923087,10
2022-05-10,Lower Photic,1.23525769201575,0.16282078249702225,10
2022-05-10,Deep,0.7760748881748835,0.1536023591869965,22
2022-06-14,Surface,1.905614482951934,0.12087540130254554,10
2022-06-14,Mid-Depth,2.278477970304554,0.35749488218731,10
2022-06-14,Lower Photic,1.6857007868516607,0.5611905957970206,10
2022-06-14,Deep,0.7053515291199955,0.1515863701319256,22
2022-07-12,Surface,1.6120014293767828,0.3123677324925441,10
2022-07-12,Mid-Depth,1.7210961575625077,0.0860349660378614,10
2022-07-12,Lower Photic,1.3238522372597992,0.13478132061280065,10
2022-07-12,Deep,0.7556088969290582,0.1456947848880046,22
2022-08-09,Surface,1.895803955199936,0.3167338712071623,10
2022-08-09,Mid-Depth,2.341983318756034,0.1532536931415422,10
2022-08-09,Lower Photic,1.9444940429471007,0.30398749561210736,10
2022-08-09,Deep,0.8056821583423536,0.3002716567502801,22
2022-09-06,Surface,1.7484837194527703,0.4926070770500102,10
2022-09-06,Mid-Depth,2.39621966478001,0.15477597209009036,10
2022-09-06,Lower Photic,1.68256562558602,0.1784654537427872,10
2022-09-06,Deep,0.8759825709596616,0.3110451044966048,22
2022-10-18,Surface,2.969971890203756,1.132396118579127,10
2022-10-18,Mid-Depth,3.222131053960535,0.5671235388438858,10
2022-10-18,Lower Photic,2.4105471362593667,0.21232668166407842,10
2022-10-18,Deep,0.9360959267012131,0.3712242260050608,22
2022-11-08,Surface,2.414392746325345,0.7168480752013242,10
2022-11-08,Mid-Depth,2.4535756107629467,0.4004056922572682,10
2022-11-08,Lower Photic,1.246891412580723,0.2276639798489907,10
2022-11-08,Deep,0.7893843701777944,0.2560326944314378,22
2022-12-06,Surface,1.9539234963213872,0.6213398157119481,10
2022-12-06,Mid-Depth,2.529173662209488,0.10007323170315255,10
2022-12-06,Lower Photic,2.484127328541512,0.16985159710536088,10
2022-12-06,Deep,2.1476104768688242,0.35261912923345784,22
2023-01-17,Surface,2.404316625794236,0.4546891232316619,10
2023-01-17,Mid-Depth,2.718232118092353,0.08057790883402709,10
2023-01-17,Lower Photic,2.31220518896788,0.1710516359164207,10
2023-01-17,Deep,1.9752669154085654,0.15109722785071733,22
2023-02-14,Surface,2.3199062616006096,0.8515004363891087,10
2023-02-14,Mid-Depth,6.854829328716238,6.534604964384501,10
2023-02-14,Lower Photic,3.7852874642242407,0.9433415175736891,10
2023-02-14,Deep,3.5863131218412407,0.27284930960207304,22
2023-03-14,Surface,4.790844511402035,5.8206331778175855,10
2023-03-14,Mid-Depth,4.406903492829568,3.646817224342881,10
2023-03-14,Lower Photic,5.662119385307709,7.598218800201688,10
2023-03-14,Deep,1.8176542366738693,0.36746174568977336,22
2023-04-11,Surface,1.948239141152633,0.645504680704302,10
2023-04-11,Mid-Depth,2.445948941068547,0.1311067867020381,10
2023-04-11,Lower Photic,2.1924950489306996,0.2214806146043945,10
2023-04-11,Deep,0.9289392415448386,0.35908963604697997,22
2023-05-09,Surface,1.287146305094742,0.5068557290672944,10
2023-05-09,Mid-Depth,2.183762396904632,0.14947813563181533,10
2023-05-09,Lower Photic,2.0104486452127426,0.42716458947450703,10
2023-05-09,Deep,0.8991603702980665,0.21842831179173677,22
2023-06-13,Surface,1.6197320589932969,0.5086940753276197,10
2023-06-13,Mid-Depth,2.4272643983642053,0.28845959255831105,10
2023-06-13,Lower Photic,1.5064226635845548,0.2560760004043664,10
2023-06-13,Deep,0.7090555982602761,0.1327393351415638,22
2023-07-18,Surface,2.203525876881731,0.876324159299236,10
2023-07-18,Mid-Depth,3.797017463644731,0.22193853805631988,10
2023-07-18,Lower Photic,7.086284393002543,7.84415888767178,10
2023-07-18,Deep,0.7001472050460179,0.20462838644743184,22
2023-08-16,Surface,2.361199288178912,1.112163314512947,10
2023-08-16,Mid-Depth,3.9462525344959736,0.29387233791073764,10
2023-08-16,Lower Photic,2.2753678908127077,0.6071734502202637,10
2023-08-16,Deep,0.7657020131122931,0.2236159489366876,22
2023-09-05,Surface,2.0972118037039693,0.5999397064225679,10
2023-09-05,Mid-Depth,2.98808729728618,0.27666788485392896,10
2023-09-05,Lower Photic,1.453374013148505,0.4521343191571762,10
2023-09-05,Deep,0.6170083932587193,0.14997026071154373,22
2023-10-18,Surface,19.306422639294446,5.664830650504348,10
2023-10-18,Mid-Depth,34.15525833877947,3.1617810370292014,10
2023-10-18,Lower Photic,26.273881279252613,6.763418791420358,10
2023-10-18,Deep,6.251747278202095,2.366859537026124,22
2023-11-14,Surface,2.4456328520319497,0.46298729272576244,10
2023-11-14,Mid-Depth,6.76303936580126,5.808625098531243,10
2023-11-14,Lower Photic,5.351732373047787,3.9460386651834645,10
2023-11-14,Deep,1.694841648371536,1.336143066224189,22
2023-12-05,Surface,2.845376781807866,0.7629808299269701,10
2023-12-05,Mid-Depth,4.36372266057906,1.9116213061131264,10
2023-12-05,Lower Photic,4.407944066129266,1.7899100786515212,10
2023-12-05,Deep,2.9968597234713297,2.5813726775353945,22
